steps,heart_rate_avg,max_heart,min_heart,raw_intensity_avg,hour,rate
1374,98.82,113,80,51.95,13,0
160,80.65,95,68,37.4,14,0
28,76.6,87,70,25.2,15,0
2395,99.5,119,77,64.9,16,0
62,79.13,92,69,34.1667,17,0
97,83.53,100,75,30.4833,18,0
0,75.43,77,73,15.8571,19,0
76,83.83,106,74,33.322,10,1
56,88.61,104,76,34.5641,11,2
13,79.97,100,74,24.8833,12,1
108,77.2,85,69,30.4333,13,0
1377,92.47,113,75,55.7667,14,0
47,73,90,65,18.5,15,0
140,78.72,88,72,32.0833,16,0
2209,99.28,113,86,84.7,17,0
2079,99.83,118,84,52.9667,18,0
333,94.7,109,80,30.0833,19,0
283,84.42,100,75,37.9833,20,0
893,83.9,95,76,38.9667,21,0
1329,97.75,115,87,45.35,7,0
88,85.7,112,75,16.7667,8,0
884,83.02,94,74,39,9,0
0,68.43,76,63,15.5667,10,0
316,79.18,89,66,32.9667,11,0
0,80.7,89,75,15.9333,12,0
1031,82.3,100,72,41.0333,13,0
315,90.48,105,78,38.1833,14,0
172,81.72,92,69,39.6667,15,0
137,84.47,92,76,37.9,16,0
43,82.75,92,75,36.35,17,0
36,77.82,90,72,37.2167,18,0
491,92.68,105,81,53.7667,19,0
18,88.25,99,83,41.1,20,1
365,90.64,93,86,68.9167,21,2
40,77.32,83,69,38.3158,20,2
25,71.07,79,66,27.3,21,0
11,72.83,78,68,30.6552,12,2
173,84.55,93,76,50.0333,13,0
83,85.07,94,78,48.8,14,0
698,93.83,108,75,62.7,15,0
115,84.73,120,70,31.8491,16,1
1186,86.22,121,70,47.4333,17,0
856,83.32,88,73,43.95,18,0
468,87.87,96,81,51.9833,19,0
1082,93.85,105,86,49.4167,20,0
1281,83.68,91,78,55.3922,21,0
102,69.28,77,61,27.0976,9,0
0,71.11,83,64,34.6667,10,2
64,93.5,97,89,59.8333,14,0
510,86.5,99,77,48.4667,15,0
1146,82.78,103,71,46.0167,16,0
1314,89.02,106,73,57.7966,17,0
1575,96.51,107,87,52.4483,18,0
248,95.67,112,83,30.8947,19,0
0,80,80,80,0,20,2
57,73.47,79,68,21.9,9,0
276,88.56,108,65,44.0909,10,0
1475,104.55,117,92,56.1833,11,0
1519,97.97,107,86,49.4746,12,0
3148,108.53,114,100,83.25,13,0
274,94.62,116,74,46.1833,14,0
225,83.45,94,72,42.9167,15,0
19,72.83,79,69,15.0667,16,0
30,74.74,80,71,18.6271,17,2
192,72.78,81,67,28.0667,18,0
2436,98.98,108,77,75.95,19,0
1556,92.73,109,75,52.4833,20,0
105,74.4,79,72,23.878,21,0
98,74.4,94,69,32.7115,9,0
0,82,90,77,20.9714,10,2
0,70,70,70,0,12,2
377,74.53,89,63,77.2667,13,0
928,91.63,107,81,45.8333,14,0
847,104.58,114,96,64.7333,15,0
483,92.55,111,81,43.2,16,0
1776,88.22,107,75,59.0333,17,0
1706,91.7,100,78,57.9,18,0
111,78.52,85,74,36.7167,19,0
0,78.13,84,75,23.75,20,2
261,81.05,91,75,32.1333,21,1
0,71.8,75,70,52,9,2
219,83.25,101,69,42.9167,10,0
170,96.87,118,74,38.65,11,0
82,76.12,82,74,25.9153,12,0
89,79.52,94,69,36.3158,13,0
588,71.2,88,63,39.6333,14,0
1288,89.93,104,79,52.9667,15,0
417,92.13,100,85,54.7833,16,0
243,87.65,102,80,37.7,17,0
757,86.72,105,76,61.3667,18,0
3417,95.4,107,77,76.4167,19,0
1326,89.28,115,72,50.55,20,0
31,74.88,87,64,34.0667,21,0
0,74.6,79,64,35.8,9,2
118,77.2,99,64,27.9167,10,0
63,107.56,111,95,63.7,11,2
315,86.63,107,75,40.4915,12,0
363,82.55,91,75,43.2667,13,0
1534,97.58,111,89,67.25,14,0
84,100.02,116,90,50.1333,15,1
188,86.33,115,78,27,16,1
587,93.3,111,80,41.5167,17,0
134,80.38,91,73,23.6833,18,0
32,76.07,84,73,19.1667,19,0
699,86.18,109,70,49.25,20,0
1241,95.97,104,86,57.9667,21,0
0,79.71,83,76,29.1429,10,2
100,77.43,93,68,38.0167,11,0
48,94.61,107,86,47.9062,12,0
0,71.98,75,64,16.6833,13,2
23,67.62,76,63,19.4,14,0
49,73.97,87,65,27.4167,15,0
59,88.13,95,78,65.3125,16,0
476,78.1,84,67,55.5484,21,0
124,75,83,70,47.9444,10,0
193,77.25,88,69,38.45,11,0
0,71.02,76,67,16.2,12,2
0,74.32,81,70,23.35,13,1
22,67.15,73,64,16.9833,14,0
28,72.32,82,66,34.05,15,0
10,67.92,78,64,23.9333,16,0
20,64.58,71,61,19.6667,17,0
0,63.53,69,60,15.4833,18,0
129,73.52,85,61,38.4,19,0
374,86.63,97,78,41.4667,20,0
40,83.79,102,73,49.617,10,0
169,82.18,93,75,33.25,11,0
336,85.8,96,77,55.0652,12,0
60,71.9,82,61,26.0833,13,0
1222,82.55,102,65,56.0339,14,0
2129,95.2,110,76,67.0333,15,0
128,87.13,103,81,50.1667,16,0
56,82.37,97,65,29.9833,17,0
223,76.78,91,68,35.7167,18,0
191,76.87,91,66,29.2167,19,0
112,67.08,76,64,17.1333,20,0
23,72.4,81,68,21.4833,21,0
0,69.08,82,62,16.28,10,0
96,79.35,91,65,36.35,11,0
183,81.5,91,75,33.4667,12,0
300,88.88,110,71,37.9825,13,0
1453,85.07,109,65,56.05,14,0
683,103.47,117,96,58.9259,15,0
15,74.21,79,69,19.434,16,0
239,78.68,89,69,45.4524,17,0
128,83.72,98,72,38.963,10,0
26,88.8,90,86,44.3333,11,2
33,72,76,65,23.3846,13,2
0,77.4,81,73,28.82,14,0
20,74.03,79,67,12.3333,15,0
504,81.78,96,69,44.35,16,0
235,76.28,88,65,36.55,17,0
108,95.7,102,87,56.6364,18,0
12,68,70,67,30.5625,19,0
3301,100.67,110,74,85.4167,20,0
859,95.68,112,83,57.3,21,0
61,97.58,107,92,46.6154,10,2
305,83.61,95,71,60.8049,14,0
35,79.55,89,73,43.4348,16,0
196,90.12,117,78,48,17,0
1527,92.63,120,77,53.6333,18,0
118,74.8,83,70,32.2333,19,0
0,75.52,80,67,29.1667,20,2
218,75.42,86,71,39.1833,21,0
1102,92.22,105,81,45.3833,7,0
521,85.35,107,73,31.4,8,0
453,75.65,89,69,28.6167,9,0
0,70.42,76,66,20.3333,10,2
57,74.1,80,70,26.3,11,0
984,73.65,88,68,40.85,12,0
1154,84.5,94,76,50.9,13,0
0,71.73,89,66,16.4333,14,0
702,74.2,90,65,36.05,15,0
1203,84.04,110,65,51.5614,16,0
142,76.75,83,70,24.6167,17,0
96,73.23,80,68,33.3448,18,0
2007,92.23,118,69,63.3833,19,0
3851,113.42,127,102,77.35,20,0
1031,91.86,105,85,60.7273,21,0
10,67.33,72,63,44.1667,9,2
42,72.76,79,65,27.9828,10,0
94,81.26,91,72,43.0263,11,0
194,89.05,104,79,45.7931,12,0
902,80.58,104,71,39.9333,13,0
3438,99.82,114,81,75.1167,14,0
799,78.27,93,71,41.3167,15,0
765,80.25,97,68,33.6,16,0
3208,101.48,120,76,71.2833,17,0
1562,85.43,98,73,53.8,18,0
282,82.52,90,78,46.2121,19,0
0,80,80,80,0,20,2
0,78.57,82,73,39.8571,9,2
13,65.95,73,59,24.9545,10,0
0,66.67,69,64,63.6667,12,2
3648,98.88,129,69,82.5167,13,0
1411,105.05,113,98,67.4211,14,0
127,92.17,103,82,43.8333,15,0
122,77.58,91,69,28.5167,16,0
211,75.7,82,71,26.2333,17,0
259,77.23,84,73,36.5833,18,0
46,73.87,81,69,32.1167,19,0
4230,98.73,112,79,94.95,20,0
754,88.63,114,74,43.9833,21,0
0,92.38,107,84,33.8571,10,2
247,78.34,92,67,36.5254,11,0
0,82.86,85,81,22.8889,12,2
1286,90.87,103,75,57.8333,13,0
1898,101.82,109,92,75.4,14,0
477,81.3,98,68,38.7167,15,0
43,72.77,79,69,16.8833,16,0
58,71.85,80,66,20.0667,17,0
52,67.25,73,63,16.5167,18,0
67,69.03,75,66,21.15,19,0
2124,90.43,100,72,72.9,20,0
136,86.86,101,81,35.7714,21,0
10,88,109,73,23.7143,9,2
171,73.35,80,66,33.3,10,0
355,84.05,108,72,39.4167,11,0
96,70.45,85,66,21.0167,12,0
66,75.37,87,69,31.04,13,0
513,113.75,119,109,79.0625,14,0
111,83.25,109,70,29.0333,15,0
104,83.17,92,72,42.7333,16,0
109,73.7,89,61,22.5,17,0
403,89.22,95,76,53.7333,18,0
133,82.4,93,72,34.2333,19,0
45,67.67,75,62,21.6333,20,0
552,79.77,92,67,45.3333,21,0
72,83.51,93,78,21.7143,10,0
0,80,80,80,0,16,2
27,83.89,111,75,32.5532,10,0
93,88.92,98,78,35,11,0
25,82.28,87,79,16.5833,12,0
36,80.53,91,73,18.9167,13,0
271,84.78,94,71,37.7885,14,0
51,77.02,85,72,14.85,15,0
54,83.17,96,74,23.0167,16,0
0,81.58,85,78,18.05,17,0
34,82.85,86,79,21.4833,18,0
15,83.88,87,81,20.8667,19,0
0,79.98,87,76,17.0167,20,1
10,77.08,84,72,18.05,21,0
16,79.66,97,69,25.9211,10,1
72,85.35,99,73,29.4333,11,1
96,80.44,87,75,38.3636,12,0
80,86.85,93,80,37.25,13,0
313,82.3,88,61,45.4,14,1
2621,103.28,115,92,68.3,15,0
503,93.45,103,87,46.7167,16,0
54,80.07,90,74,24.2667,17,0
390,86.02,103,75,49.5,18,0
126,80.57,101,71,24.4667,19,0
39,73.27,80,69,21.5,20,0
0,72.72,83,69,18.7667,21,0
0,63,63,63,63,11,2
134,81.17,117,63,41.7925,12,1
144,90.88,117,79,33.85,13,0
1076,83.1,106,74,48.85,14,0
1792,115.45,125,105,61.0333,15,0
456,96.7,118,84,42.9667,16,0
382,89.58,98,83,36.9333,17,0
0,82.82,92,76,19.3,18,0
53,78.83,84,74,24.5833,19,0
79,76.76,82,73,20.0847,20,0
174,77.73,83,70,29.3043,21,0
0,86.64,101,73,26.2857,10,2
128,73.42,93,62,22.7167,11,0
0,83.67,85,82,16.6667,12,0
0,78,78,78,18.5,14,2
154,82.98,93,72,43.6905,15,2
31,69.78,77,66,16.9833,16,0
1130,84.91,110,68,54.8644,17,0
1035,95.83,114,77,57.4333,18,0
51,73.02,87,65,19.1167,19,0
42,70.67,84,63,22.9667,20,0
0,73.65,78,69,12.4333,21,0
59,68.84,77,63,32.0862,11,0
147,85.35,92,76,31.8846,12,0
1463,106.13,117,83,66.5455,13,0
49,84.4,94,76,36.6667,14,0
109,78.62,83,74,24.4333,15,0
981,93.53,111,79,68.6333,16,0
98,79.52,89,75,29.0167,17,0
520,85.57,97,76,59.5,18,0
405,92.8,102,84,71.1167,19,0
556,91.95,100,78,59.7167,20,0
223,74.93,86,67,37.95,21,0
0,80.5,83,78,33,15,2
111,74.08,80,66,31.25,16,0
15,71.92,78,68,16.1167,17,0
507,78.85,91,69,43.6833,18,0
148,77.27,85,71,30.3333,19,0
87,73.36,79,69,22.8333,20,0
94,77.78,92,66,31.6,21,0
24,90.11,97,70,44.9474,8,2
1278,101,122,87,60.4,9,0
445,93.03,111,79,26.5833,10,0
765,95.2,111,80,65.8167,11,0
1288,102.65,129,83,60.15,12,0
11,74.02,82,68,33.4167,13,0
1802,94.05,113,80,70.1,14,0
1555,104.05,115,89,58.9,15,0
163,96.42,120,72,44.9667,16,0
148,73.8,79,69,31.7333,17,0
96,77.12,85,70,43.8833,18,0
105,75.62,84,66,32.1333,19,0
43,79.28,94,73,32.5,20,0
51,75.72,88,71,33.8889,21,0
0,60.57,69,58,4.56667,7,2
0,59.28,72,54,3.35,8,2
33,68.7,83,56,28.6333,9,0
96,80.7,91,70,44.1875,10,0
83,91.95,108,75,45.3214,11,0
118,79.62,98,67,39.65,12,0
237,75.8,86,69,45.9667,13,0
100,71.9,79,67,32.15,14,0
393,88.03,100,77,42.322,15,0
1343,81.8,105,72,45.7,16,0
1362,99.97,113,78,63.2,17,0
1150,81.58,100,74,57.6333,18,0
72,78.55,95,70,31.6667,19,0
0,65.6,77,60,11.2333,20,0
47,71.48,82,64,39.2059,21,0
1331,102.62,129,86,47.6333,7,0
442,87.67,108,69,28.6167,8,0
853,81.82,101,71,38.5167,9,0
0,75.12,82,71,15.1167,10,0
817,77.83,90,70,37.4833,11,0
1442,83.18,102,64,50.2667,12,0
1821,92.6,105,82,61.95,13,0
0,77.3,83,74,16.75,14,0
1896,89.15,98,77,63.7833,15,0
778,92.88,103,85,50.6,16,0
646,89.52,100,78,53.3667,17,0
115,83.8,92,79,39.3571,18,0
981,86.82,108,68,79.3939,19,0
1991,103.13,113,88,69.2,20,0
24,81.68,92,76,29.6333,21,0
33,82.68,86,78,33.7273,9,2
124,83.97,97,68,34.5333,10,0
277,86.75,103,75,39.05,11,0
414,86.48,95,73,57.4419,12,0
103,71.37,78,66,18.5,13,0
65,68.83,74,65,19.5,14,0
101,69.45,82,65,22.7167,15,0
0,69.05,82,61,16.0833,16,0
0,64.52,70,61,11.7833,17,0
13,69.71,74,67,24.3684,18,0
101,68.82,86,62,25.1667,19,0
59,70.9,82,65,18.7833,20,1
0,67.67,77,64,16,21,1
0,71.89,79,69,25.5263,9,2
128,75.42,90,66,27.1333,10,0
25,72.81,78,70,27.4091,11,1
1866,100.86,120,76,76.5254,12,0
691,95.67,108,87,51.85,13,1
50,94.62,107,86,46.1833,14,0
1550,85.68,103,73,54.3333,15,0
416,78.4,86,72,35.35,16,1
97,71.77,78,67,24.2,17,0
3079,97.22,108,77,76.85,18,0
25,74.25,82,66,34.5,19,0
81,69.25,78,63,20.25,20,0
62,69.2,87,62,27.0588,21,0
21,71.24,76,62,30.96,12,0
263,80.27,97,69,40,13,0
398,85.83,98,74,53.8,14,0
118,69.68,79,64,27.1833,15,0
2959,96.47,111,76,79.5667,16,0
134,76.42,101,63,34.7,17,1
1864,92.08,114,72,65.2167,18,0
1536,99.7,122,78,60.0333,19,0
1417,95.7,109,79,58.6667,20,0
1364,84.85,105,72,52.3636,21,0
83,74.95,84,68,27.1754,9,0
614,81.1,98,74,53.8167,10,0
595,87.78,108,71,40.3659,11,0
0,70,70,70,13,14,2
57,84.22,92,78,39.3276,15,1
201,83.05,90,74,60.0333,16,0
86,69.05,75,63,20.55,17,1
213,71.5,77,65,36.4828,18,0
34,69.48,77,65,26.4667,19,0
11,68.58,72,65,19.3621,20,0
147,80.36,92,66,48.5,21,0
887,91.27,108,70,52.9318,9,0
423,91.12,100,83,27.6833,10,0
1436,94.63,113,78,54.0167,11,0
105,82.52,94,72,36.1,12,0
33,72.42,80,69,29.3,13,0
537,79.85,102,68,51.85,14,0
101,82.25,95,73,36.2333,15,0
131,75.52,82,70,35.15,16,0
162,74.23,86,66,38.3667,17,0
107,77.35,87,69,44.2833,18,1
280,74.97,86,69,37.5333,19,0
507,81.25,101,71,64.9412,20,2
0,80,80,80,0,21,2
163,86.2,97,79,54.2881,7,1
300,99.5,110,91,50.1167,8,1
208,90.65,98,78,50.3667,9,0
0,89.93,97,82,44.3667,10,1
204,90.18,109,70,37,11,0
208,74.28,85,70,31.8833,12,0
1991,96.85,112,69,61.4333,13,0
1338,94.25,113,72,49.3667,14,0
605,97.82,121,75,36.3667,15,0
131,83.45,97,69,33.6833,16,0
0,72.82,79,68,24.5667,17,0
382,74.55,84,68,37.3,18,0
2027,103.02,113,75,57.2,19,0
618,89.67,110,73,45.6333,20,0
165,69.13,80,63,30.2333,21,0
174,78.09,88,70,37.2759,15,0
49,74.58,82,67,23.8,16,0
0,70.03,81,64,18.9333,17,2
64,69.57,77,65,29.7167,18,0
0,70.57,83,63,31.9833,19,2
151,92.96,110,62,45.0185,20,1
331,115.04,146,82,48.2,21,0
3041,98.66,113,75,74.7143,14,0
77,77.53,88,71,20.1667,15,0
15,70.35,76,67,12.7667,16,0
95,69.42,79,65,19.9333,17,0
20,71.72,84,65,16.15,18,0
0,70.77,73,69,12,19,0
154,74.82,87,70,39.4,11,0
1511,85,107,74,53.0333,12,0
1875,101.52,118,87,59.3667,13,0
88,88.43,104,79,35.2667,14,0
0,76.48,86,69,16.15,15,0
80,77.4,96,67,29.9,16,0
198,79.03,86,74,26.1667,17,0
131,73.13,81,69,22.6667,18,0
85,74.55,83,70,27.3,19,0
129,74.33,82,68,22.1897,20,0
49,76.88,86,72,26.44,9,0
186,85.53,100,77,38.6667,10,0
226,79.5,87,73,32.7667,11,0
82,77.33,83,73,26.9167,12,0
46,73,77,69,16.5667,13,0
133,73.87,82,67,26.8478,14,0
585,87.55,103,71,39.6667,15,0
91,81.78,90,73,40.6167,16,0
106,80.1,91,68,45.3833,17,1
17,79.58,91,72,21.7959,18,0
103,68.34,82,63,21.3621,19,0
67,67.75,72,62,21.3571,20,0
0,80,80,80,0,21,2
0,73.25,96,64,19.625,8,2
95,85.35,100,66,37.6333,9,1
241,87.58,112,78,54.2143,10,0
28,78.58,109,70,19.0833,11,1
10,69.57,74,66,14.1667,12,1
20,68.09,78,62,22.0172,13,0
130,71.67,83,62,31.3667,14,1
311,81.52,92,72,34.5167,15,0
101,74.03,83,69,20.3333,16,0
465,80.22,102,68,48.9831,17,0
2783,104.27,113,90,77.35,18,0
1786,101.78,112,83,67.4833,19,0
1695,91.1,106,77,65.5667,20,0
391,91.07,113,76,39.1833,21,0
53,72.35,87,65,40.0652,10,1
25,90.78,102,69,53.7368,11,0
1397,94.32,115,76,58.9667,12,0
864,86.98,101,77,41.7833,13,0
2258,97.1,110,79,58.9167,14,0
932,90.62,114,80,47.2833,15,0
798,95.77,105,80,59.75,16,0
1096,86.8,103,76,48.35,17,0
462,85.85,100,78,43.5333,18,0
74,83.58,89,79,60.2308,19,2
103,85.24,101,70,51.94,7,0
1324,101.23,111,93,50.1667,8,0
375,89.32,98,74,32.25,9,0
80,70.08,75,63,20.0333,10,1
876,80.67,97,73,35.8167,11,0
0,77.63,83,71,15.65,12,2
986,84.85,101,70,42.2,13,0
1350,93.22,110,83,55.6,14,0
109,86.52,101,80,32.7,15,0
329,78.92,93,72,32.95,16,1
1501,89.22,106,69,54.7333,17,0
1664,108.1,115,90,72.5385,18,0
0,94.74,109,88,33.9474,9,2
80,87.5,95,76,40.5,10,1
175,86.72,98,77,30.1351,11,0
301,83.32,90,74,47.25,12,0
257,85.88,101,76,32.7,13,0
808,83.33,101,73,40.3833,14,0
865,77.25,99,70,35.1167,15,0
1361,85.4,106,72,48.5333,16,0
497,85.5,95,78,32.9167,17,0
1113,84.67,104,72,44.4833,18,0
0,72.03,84,64,18.0667,19,2
19,72.98,80,65,19.2333,20,0
0,72.8,85,67,22.45,21,0
0,84.22,92,78,35.8889,9,2
32,69.28,75,62,26.4167,10,0
192,87,106,68,41.3167,11,0
69,73.78,79,62,24.65,12,1
330,77.55,87,70,34.9792,13,0
109,78.98,97,70,35.3833,14,0
32,73.1,80,66,21.2167,15,0
10,68.61,71,67,26.5217,16,1
0,80,80,80,3,20,2
1100,95.21,121,69,63.2069,9,0
443,91.8,103,85,29.4333,10,0
1764,96.32,124,80,69.9667,11,0
230,99.87,125,80,44.5833,12,0
16,83.57,103,76,34.7,13,1
678,81.1,99,69,45,14,0
581,83.67,96,73,42.1333,15,0
98,82.63,95,72,34.0333,16,0
43,87.27,100,73,39.9667,17,0
301,76.62,87,68,43.5333,18,0
683,78.47,90,68,38.1,19,0
1407,89.08,112,72,50.65,20,0
30,89.8,92,88,58.3636,21,2
0,72.5,77,66,11.25,9,2
242,80.28,96,68,46.75,10,0
261,85.91,97,78,53.5278,11,0
58,70.79,77,63,22.575,12,0
119,73.03,86,65,38.2373,13,0
10,72.83,87,67,17.3833,14,0
151,70.97,79,64,27.3333,15,0
1370,77.55,107,67,62.3833,16,0
4995,106.85,116,102,98.8167,17,0
147,92.02,104,84,45.95,18,1
69,84.1,93,71,53.4333,19,0
44,70.18,74,68,18.8333,20,0
24,68,68,68,30.5,21,2
34,66.71,84,61,32.0952,10,0
0,86.5,87,86,18,14,2
405,76.37,98,68,44.58,15,1
1544,99.12,112,87,53.7667,16,0
172,86.78,100,74,32.3,17,1
619,92.63,99,80,47.4167,18,0
1040,92.28,107,74,47.4167,19,0
2368,99.13,121,84,63.4833,20,0
1538,94.18,119,80,52.9833,21,0
35,77.14,84,70,58.125,11,2
2090,88.42,100,78,72.5667,12,0
48,78.22,92,71,24.6833,13,0
867,84.47,111,73,49.9167,14,0
196,87.25,101,76,32.6,15,0
501,83.66,92,78,38.9333,16,0
1121,92.13,106,78,47.9,17,0
731,89.31,101,79,48.4333,18,0
74,73.2,83,59,31.9796,19,0
66,76.19,87,67,21.6102,20,0
101,80,80,80,39.9833,7,2
1579,80,80,80,69.2,8,2
820,80,80,80,54.4667,9,2
424,80,80,80,40.25,10,2
746,80,80,80,51.8,11,2
1315,80,80,80,57.4833,12,2
1910,80,80,80,63.15,13,2
15,80,80,80,78,14,2
1194,101.77,125,83,83.2258,7,0
837,107.05,122,92,49.0678,8,1
570,94.85,102,86,56.9167,9,0
500,93.3,101,86,50.9,10,0
1003,93.98,103,84,49,11,0
652,95.4,108,88,53.1167,12,0
1433,94.35,112,76,46.4,13,0
0,72.12,78,66,7.41667,14,1
75,72.77,88,64,23.6167,15,0
66,81.02,97,77,21.9667,16,0
1232,98.23,114,90,53.9667,17,0
664,85.27,100,78,42.25,18,0
0,82.97,100,75,37.15,19,1
114,83.92,94,76,44.8667,20,0
813,84.47,110,72,33.4667,21,0
52,77.12,86,68,50.5,10,0
1483,107.82,123,84,66.9833,11,0
391,94.37,112,88,40.8167,12,0
1495,108.72,117,99,60.5833,13,0
650,97.63,112,87,48,14,0
581,99.98,105,95,58.25,15,0
559,94.75,107,83,50.1833,16,0
1791,95.58,113,82,55.9,17,0
17,80.5,90,74,25.1667,18,1
1424,93.6,110,84,55.65,19,0
50,105,105,105,49.6667,20,2
334,98.47,111,88,61.3667,7,0
80,112.1,121,100,43.85,8,0
45,106.08,113,97,53.2917,9,0
444,106.42,121,98,56.6667,10,0
587,103.9,123,93,42.0833,11,1
2179,110.43,127,88,68.5667,12,0
1744,100.58,128,83,64.0667,13,0
20,103.82,132,88,37.2,14,0
68,90.87,98,82,34.35,15,0
41,76.5,92,67,13.9,16,0
1154,101,127,88,50.7547,17,0
430,116.27,134,100,58.5167,18,0
1654,96.93,108,88,60.9167,19,0
1026,89.93,104,73,41.9661,20,0
15,88.67,97,78,40.85,21,1
0,71,71,71,54,7,2
1361,99.65,119,72,59.05,8,0
358,95.77,106,86,44.8,9,0
348,97.2,106,85,54.2667,10,0
708,102.35,122,90,53.9333,11,0
1414,102.53,115,91,60.15,12,0
2114,101.05,113,82,60.4915,13,0
831,86.4,115,70,35.2833,14,0
24,82.72,93,71,23.2,15,0
1471,96.95,125,78,52.9,16,0
0,78.88,89,74,24.75,17,1
114,80.19,92,67,36.8421,18,0
1415,91.28,113,73,76.2222,19,0
1065,89.25,109,75,37.8,20,0
19,77.06,81,73,22.5758,21,0
0,72.67,76,69,42,11,2
87,84.22,102,72,43.0667,12,0
79,82.68,93,75,37.0667,13,0
863,92.77,105,78,52.7833,14,0
900,95.77,105,84,56.0667,15,0
1588,103.39,120,93,52.6373,16,0
1442,92.51,107,77,41.3898,17,0
2692,93.12,113,73,73.4167,18,0
619,95.88,110,87,67.0833,19,0
765,96.63,110,79,68.2,20,0
2915,100.88,116,82,73.3833,21,0
182,82.5,90,65,46.2833,9,1
0,76.82,81,74,15.6833,10,1
45,82.97,95,75,33.4833,11,0
137,77.47,89,68,30.3846,12,0
132,82,89,75,28.2667,13,0
167,78.92,88,73,40.4167,14,0
180,81.8,96,72,36.3833,15,0
32,94.56,98,91,61.8421,16,0
61,94.48,100,84,32.28,17,0
59,78.1,90,71,20.8167,18,0
2143,92.83,133,74,64.1833,19,0
1074,89.3,126,69,38.4167,20,0
0,72.31,74,71,22.3333,21,0
1250,98.76,131,70,68.439,7,0
342,99.12,132,86,36.2667,8,1
465,99.12,105,91,55.8333,9,0
707,100.82,109,83,53.6833,10,0
814,95.27,111,81,48.5,11,0
1299,101.23,118,88,55.4167,12,0
2902,106.38,113,98,78.3,13,0
747,89.17,117,77,50.3667,14,0
1166,97.02,116,85,44.1833,15,0
0,84.97,99,80,17.0167,16,1
20,80.25,87,74,20.0667,17,1
1466,91.57,108,77,55.75,18,0
0,75.53,89,70,15.5,19,1
1695,89.13,114,73,46.8167,20,0
2172,103.1,112,85,67.1,21,0
1207,101.74,122,74,80.7353,7,0
898,101.33,116,89,48.9,8,0
169,84.75,92,77,37.7833,9,0
724,86.25,96,72,47.9831,10,0
1012,95.33,106,83,51.1167,11,0
2932,103.55,117,83,79.7,12,0
2547,97.27,110,81,73.3667,13,0
617,83.95,94,78,47.4833,14,0
1901,96.08,112,80,62.4167,15,0
77,83.93,90,81,22.8667,16,0
803,88.67,105,79,52.3488,17,0
547,80.77,98,70,35.4667,18,0
0,69.5,73,65,30.3167,19,0
0,72.6,78,68,31.8333,20,1
1093,88.11,103,67,55.3333,21,0
490,84.86,101,66,53.2973,9,0
207,105.2,110,98,57.6393,10,0
1672,106.38,120,92,69.75,11,0
609,96.13,106,88,48.7833,12,1
1690,104.93,116,96,49.4848,13,0
1254,100.58,116,89,50.8667,14,0
228,96.39,102,92,48.1639,15,0
1067,102.27,112,88,63.8667,16,0
1609,99.23,112,88,58.9667,17,0
54,80.58,93,75,19.6167,18,0
0,78.22,80,77,17.2632,19,0
0,69,69,69,43,8,2
34,87.92,98,75,45.05,9,0
330,94.32,105,78,64.75,10,0
1273,103.45,117,92,67.7667,11,0
740,94.95,116,84,53.8667,12,0
440,90.88,105,80,41.7,13,0
0,83.29,84,82,15.1429,14,1
329,105.88,111,93,57.75,7,1
577,109.37,125,97,53.85,8,0
351,102.63,116,96,49.45,9,0
332,102.42,111,95,53.4667,10,0
46,96.83,105,90,50.9167,11,1
51,78.35,92,73,24.8167,12,0
206,89.68,101,79,46.6,13,0
44,84.05,94,79,22.5333,14,0
116,79.87,93,74,23.95,15,0
71,75.87,80,65,25.6909,16,1
167,79.38,89,72,32.9333,17,0
1703,94.67,118,65,57.8833,18,0
13,91.05,110,72,17.85,19,0
1822,96.18,113,85,77.6667,15,0
3509,97.15,109,79,77.8667,16,0
733,95.12,107,88,53.1167,17,0
487,98.88,103,95,69.9167,18,0
1612,93.63,100,86,75.2,19,1
1167,83.52,104,71,51.3833,20,0
0,81.02,88,73,37.0667,21,1
0,78.86,81,77,10.875,9,2
21,81.67,87,78,31.6167,10,1
218,89.03,96,80,51.8167,11,0
1049,98.82,109,91,69.7,12,0
257,106.43,109,103,66.4286,13,1
1669,98.38,116,82,60.0577,15,0
2108,95.02,108,81,56.5333,16,0
3276,110.87,131,73,74.7667,17,0
45,83.05,96,71,35.05,18,0
0,90.22,100,82,31.8158,19,2
1169,102.67,123,90,60.8667,7,0
563,109.1,126,101,46.1833,8,0
1565,94.88,118,74,66.2759,9,0
744,102.33,113,93,54.75,10,0
327,102.68,116,92,33.9667,11,0
72,91.68,102,79,29.0667,12,0
43,81.37,88,77,16.9833,13,0
235,97.58,109,80,48.0294,14,0
16,92.3,99,87,35.5185,16,0
29,79.62,91,70,14.2833,17,0
0,72.15,77,67,3.63333,18,1
208,71.98,88,64,24.5333,19,0
4451,103.32,120,73,106.967,20,0
1413,105.11,137,71,50.9375,21,0
1597,103.27,121,69,79.3243,7,0
1170,108.68,121,86,58.8333,8,0
213,89.95,105,84,38.6667,9,0
598,90.98,101,82,45.8667,10,0
1660,101.65,125,86,64.5667,11,0
99,94.48,115,81,34.9,12,0
16,83.42,94,76,21.9333,13,1
52,77.53,88,67,25.9833,14,0
1023,90.18,110,79,57.85,15,0
949,92.97,109,81,43.3667,16,0
738,85.12,107,76,44,17,0
682,90.25,109,77,40.6333,18,0
