steps,heart_rate_avg,max_heart,min_heart,raw_intensity_avg,hour,rate
325,86.15,105,76,32.05,10,0
93,78.7,83,76,21.3333,11,1
34,79.47,92,70,19.25,12,0
147,73,79,68,32.0833,13,0
2947,101,122,75,83.55,14,0
114,102.33,118,89,49.95,15,0
253,89.07,98,76,48.7333,16,0
336,88.1,101,77,51.7833,17,0
124,79.13,97,73,27.1,18,0
159,80.03,91,72,42.5,19,0
0,75.95,81,71,22.225,20,1
333,81.6,100,73,41.3,12,0
1280,91.73,99,73,51.25,13,0
812,91.78,98,78,62.0167,14,1
1074,84.7,106,65,46.3833,15,1
600,86.1,104,77,38.2667,16,0
886,98.18,111,85,49.3167,17,0
402,107.19,118,99,72.8824,18,2
122,85.67,94,71,76.8,9,0
2378,99.6,135,66,74.8833,10,0
1358,100.67,136,73,63.8704,11,0
175,84.93,109,60,38.2034,12,0
0,78.8,88,66,21.3667,13,0
0,77.9,93,62,26.2542,14,0
2596,95.64,116,70,74.1525,15,0
2262,91.67,128,68,66.2281,16,0
23,79.8,97,62,34.0678,17,0
4008,96.61,132,61,84.3559,18,0
5635,105.6,124,70,105.603,19,0
26,81.34,109,66,32.9655,20,0
7,79.28,89,66,22.4138,21,1
1802,103.83,123,67,64.3276,11,0
153,88.85,114,76,33.1,12,0
189,75.32,84,70,25.4333,13,1
48,74.9,82,69,26.8833,14,0
84,76.47,84,70,31.9,15,0
2269,98.65,111,78,68.1,16,0
109,84.5,106,75,23.4333,17,0
2259,94.22,108,75,71.4833,18,0
2204,105.18,113,96,72.4833,19,0
0,83.07,95,78,19.814,20,1
33,83.8,100,67,42.74,10,1
3591,101.67,125,73,79.5088,11,0
3695,99.8,127,76,88,12,0
2677,90.07,116,64,71.6316,13,0
280,82.12,106,67,42.4407,14,0
4042,98.35,150,71,94.0364,15,0
3571,97.3,129,73,85.6667,16,0
32,78.5,104,63,36.8929,17,1
0,82.22,111,62,25.0847,18,1
4356,99.12,124,71,90.6491,19,0
1021,81.47,123,62,40.9661,20,0
0,70.22,82,65,15.8148,21,0
54,79.74,99,65,48.566,9,0
2401,95.48,123,63,70.2679,10,0
5952,114.1,128,93,103.133,11,0
1795,86.5,121,64,51.3966,12,0
2221,92.93,119,68,67.8103,13,0
5604,104.52,130,74,103.167,14,0
4960,102.08,128,66,94.1333,15,0
2337,88.44,114,59,69.3333,16,0
5153,103.31,125,67,97.6897,17,0
652,86.53,118,62,37.0667,18,0
3409,101.96,131,76,75.5,19,0
36,83.05,100,71,29.4,20,1
0,76.97,94,64,25.6271,21,1
137,64.89,81,53,48.3,8,0
1334,102.38,123,83,61.05,9,0
477,94.45,122,80,38.2333,10,0
0,77.37,88,73,19.85,11,1
0,73.35,79,67,15.8,12,1
33,68.78,77,66,23.9667,13,1
1558,84.37,97,75,49.9,14,0
1299,92.82,122,75,71.7273,9,1
5006,111.64,130,82,101.678,10,0
1736,89.49,107,69,59.4211,11,0
923,87.62,117,58,45.9821,12,0
2803,90.17,109,71,70.2667,13,0
1293,90.35,127,70,49.2281,14,0
94,88.47,114,70,28.4576,15,1
5,82.27,102,70,26.1186,16,1
1910,89.58,121,65,59.7627,17,0
614,85.75,125,66,42.3509,18,0
20,80.68,94,68,24.3729,19,0
40,80.73,97,71,26.4,20,2
1226,86.12,100,70,49.9333,15,0
140,85.05,98,75,32.8333,16,0
3741,102.48,115,88,81.9667,17,0
734,93.1,106,78,44.2167,18,0
35,78.55,83,73,23.2,19,0
111,74.22,81,66,23.2034,20,0
0,70,70,70,0,7,2
1183,106.89,125,78,67.4286,8,0
473,91.03,116,77,38.5833,9,0
204,78.63,84,73,37,10,1
74,77.55,85,72,27.2333,11,1
51,74.48,82,69,27.1,12,1
2168,88.05,108,72,70.05,13,0
174,85.17,105,74,37.05,14,0
31,75.88,92,70,14.75,15,0
533,92.12,106,76,58.6833,16,0
211,80.65,92,75,35.5,17,0
245,83.87,95,75,38.4167,18,1
1595,96.83,107,88,59.8333,19,0
431,88.17,101,81,41.7407,20,0
360,71.67,72,70,81.9231,10,2
1584,102.4,121,79,62.8167,11,0
10,79.77,93,73,17.8667,12,1
38,77.34,86,71,24.0167,13,0
211,81.11,90,77,27.9107,14,0
41,89.2,93,85,25.2,14,2
1063,90.95,106,81,46.1333,15,0
48,80.95,87,76,30.1333,16,1
50,77.75,90,70,28.0333,17,0
33,73.9,79,70,26.0678,18,0
47,77.28,84,72,26.5333,19,0
0,79.79,89,74,27.2692,20,1
0,80,80,80,0,12,2
1386,105.36,113,88,73.6757,13,0
574,99.95,124,73,56.6167,14,0
212,82.25,94,71,46.0167,15,0
84,82.18,94,74,39.5667,16,0
720,91.43,98,80,45.4,17,0
2032,97.43,106,86,67.1167,18,0
2660,103.18,115,86,76.05,19,0
526,87.71,100,77,42.4118,20,0
24,86.76,93,77,39.5,8,0
136,79.35,91,67,48.5333,9,0
1620,91.78,105,78,47.1,10,0
575,79.57,92,73,26.7,11,0
1273,85.53,108,60,64.7436,12,0
32,75.37,86,67,22.8136,13,0
50,75.25,79,72,33.55,14,0
83,79.17,99,72,38.2034,15,0
765,79.03,98,68,44.85,16,0
771,83.18,107,70,50.2833,17,0
59,85.27,97,75,26.7167,18,0
209,79.97,91,75,30.1667,19,0
2840,100.08,112,82,85.6,20,0
0,70,70,70,2.5,10,2
1097,103.04,115,69,56.6383,11,0
29,87.25,105,82,24.55,12,0
0,74.77,81,70,14.55,13,0
106,71.37,81,66,25.8136,14,0
1665,106.32,126,71,59.8491,9,0
61,88,125,69,28.3,10,0
16,72.95,81,68,18.0167,11,0
11,70.05,76,66,16.6667,12,0
98,71.35,82,66,26.5,13,0
2137,91.87,107,72,68.8364,14,0
15,80.44,117,62,36.8718,7,0
1855,91.78,126,66,64.6897,8,0
230,77.34,102,52,32.7736,9,0
135,79.64,99,65,39.359,10,0
107,85.77,111,68,60.1395,11,0
214,87.67,113,68,76.7636,12,0
4804,100.24,121,72,100.831,13,0
291,88.07,113,70,78.0182,14,0
539,83.29,108,68,56.6207,15,0
1490,89.89,113,69,75.1071,16,0
26,79.78,106,67,40.6167,17,0
73,83.09,117,54,40.6545,18,0
46,80.54,96,66,46.6667,19,0
467,92.58,114,76,91.7917,7,0
2288,90.78,127,59,56.05,8,0
98,83.02,99,64,27.8667,9,0
118,81.11,109,64,29.8036,10,0
593,82.69,111,59,38.8983,11,0
169,79.92,104,60,33.1667,12,0
354,76.93,102,58,35.9492,13,0
109,80.03,107,59,35.9,14,1
241,80.68,112,61,34.7544,15,0
318,83.34,101,69,39.4138,16,0
1676,91.43,122,66,112.929,17,0
2151,93.8,121,68,90.5741,18,0
1724,90.47,121,64,58.4746,19,0
132,81.75,98,65,35.9649,20,0
79,79.85,98,52,30.6364,21,0
6,80.33,83,77,66,7,2
1344,86.93,127,70,59.3929,8,0
1133,91.39,130,73,46.8983,9,0
257,78.22,113,61,28.5932,10,0
224,77.64,116,61,32.1017,11,0
274,81.41,108,65,25.5593,12,0
439,79.41,124,59,36.0741,13,0
284,72.93,91,60,29.4364,14,0
187,75.18,106,61,31.5,15,0
401,76.84,112,53,31.6786,16,0
1654,83.6,122,66,64.9474,17,0
18,72.66,114,49,23.3051,18,1
6,71,94,61,13.5862,19,0
29,75.82,92,60,28.807,20,1
53,80.8,117,51,32.3818,21,0
36,77.07,106,58,27.5862,10,0
42,74.1,93,64,30.6949,11,0
8,71.52,90,64,16.5,12,0
1087,83.97,115,67,54.6552,13,0
602,87.82,117,66,60.4909,14,0
76,77.7,99,62,41.4737,15,0
77,78.12,114,61,40.5,16,0
25,75.76,106,67,15.1186,17,0
0,72.21,83,63,9.72414,18,2
372,78.36,107,61,40.9153,19,0
306,77.53,102,61,34.7069,20,0
72,79.6,98,62,52.4667,21,0
1755,90.17,121,57,60.7234,8,0
952,84.64,119,61,41.2414,9,0
408,76.39,111,62,31.2593,10,0
315,81.21,107,64,29.4286,11,0
503,79.73,105,61,33.2727,12,0
249,78.92,102,63,32.9,13,0
184,72.51,95,60,30.7818,14,0
185,73.69,99,60,30.6724,15,0
2664,89.27,112,62,74.9231,16,0
1457,82.07,120,51,54.2069,17,0
0,68.08,86,60,11.8667,18,2
180,72.15,107,58,31.3462,19,0
331,76.79,105,48,43.3333,20,0
198,75.96,107,62,44.5185,21,0
138,81.7,109,63,54.3939,7,0
2264,92.46,126,71,67.0339,8,0
210,84.15,101,64,34.9,9,0
159,80.58,124,65,31.4915,10,0
568,77.59,106,61,39.8983,11,0
140,83.03,113,59,23.4576,12,0
216,78.02,105,64,32.4068,13,0
385,79.2,94,65,28.8644,14,0
221,77.95,100,68,30.6102,15,0
2026,86.17,117,68,69.2203,16,0
53,77.04,110,60,40.0909,17,0
246,79.82,97,60,31.2143,18,0
19,74.41,100,59,20.8814,19,0
0,68,112,47,25.2281,20,2
89,74.91,108,58,46.5345,21,0
47,84,111,61,39.2241,9,0
108,80.53,108,56,41.6226,10,0
113,79.6,105,58,39.9138,11,0
84,73.8,96,59,36.85,12,0
9,77.47,105,63,34.8246,13,0
84,77.27,104,60,30.7273,14,0
24,76.4,103,64,30.8947,15,0
44,71.12,94,61,29.3333,16,0
68,78.26,108,53,40.3276,17,0
21,76.43,102,63,27.1379,18,0
1009,80.92,114,55,39.6441,19,0
2019,84.03,108,61,55.6271,20,0
145,78.88,106,59,40.8214,21,0
125,84.42,111,65,54.9231,11,0
10,81.83,98,69,33.2333,12,0
57,78.61,114,62,38.2712,13,0
36,75.8,102,59,34.6833,14,0
157,75.61,97,65,32.807,15,0
79,78.46,105,63,34.9825,16,0
143,76.38,98,64,34.94,17,0
63,79.22,99,63,33.3898,18,0
9,75.81,94,61,22.8644,19,0
45,74.58,105,60,29.1333,20,0
1990,83.29,111,60,59.5424,21,0
39,76.28,98,61,38.0938,11,0
59,83.96,109,67,33.6667,12,0
315,85.73,111,66,44.6102,13,0
1902,92.42,128,61,66.7455,14,0
1422,88.75,116,53,52.8305,15,0
4125,98.24,117,69,94.3559,16,0
1301,90.95,132,71,60.1552,17,0
194,80.02,110,61,31.5833,18,0
338,87.84,120,65,69.5,19,0
126,92.86,116,74,54.9649,20,0
48,78.43,98,59,45.6379,21,0
27,87.09,105,70,76.9091,7,0
2392,93.88,123,67,63.4915,8,0
346,83.81,116,59,33.3103,9,0
100,81.8,102,61,24.8667,10,0
460,81.59,99,66,35.5357,11,0
421,79.58,107,57,30.4667,12,0
250,78.05,99,61,30.4833,13,0
73,80.37,105,64,24.8667,14,0
283,76.6,100,64,28.7414,15,0
165,78.5,92,66,29.5,16,0
1215,79.8,107,60,48.9153,17,0
4678,98.82,119,69,93.7333,18,0
4707,100.19,117,60,95.6724,19,0
1399,88.98,122,66,64.7759,20,0
124,81.1,112,72,36.6034,21,0
68,80.52,97,68,40.88,8,0
277,88.32,115,66,41.6667,9,0
199,84.42,104,64,32.6333,10,0
368,83.9,108,58,39.8667,11,0
116,84.66,103,65,39.6964,12,0
783,89.7,106,72,59.9474,13,0
173,82.49,108,64,39.0526,14,0
951,89.67,121,65,52.9167,15,0
1500,92.98,124,63,57.7414,16,0
1822,93.94,132,71,102.077,17,0
1327,92.74,125,63,87.6481,18,0
1594,89.29,117,62,52.5593,19,0
55,81.47,94,64,22.1316,20,0
1396,95.45,125,74,77.7419,7,0
1164,88.02,121,71,44.069,8,0
222,86.88,102,62,32.7333,9,0
217,83.83,106,65,30.2333,10,0
193,83.07,116,61,28.661,11,0
884,84.57,119,62,42.5862,12,0
46,81.95,106,66,23.6,13,1
227,84.47,101,70,32.9661,14,0
178,83.67,98,65,25.9167,15,0
1167,85.93,117,66,43.4068,16,0
362,79.13,114,55,32.1333,17,0
1427,87.22,116,59,48.8621,18,0
215,83.22,111,62,46.9138,19,0
121,81.46,108,61,37.8947,20,0
92,78.52,102,61,33.9483,21,1
20,76.6,105,62,32.2182,19,0
9,76.19,104,57,29.0847,20,0
52,75,98,59,31.4912,21,0
149,83,96,65,47.7755,9,0
444,82.7,116,61,52.25,10,0
125,82.02,116,63,37.6207,11,0
97,79.88,110,63,39.2456,12,0
157,81.75,100,64,35.0526,13,0
4,76.12,91,56,25.9483,14,0
191,81.19,113,62,47.2456,15,0
1687,91.56,130,64,62.5965,16,0
2836,99.57,128,73,117.875,17,0
1990,94.87,122,74,99.2453,18,0
1472,85.14,126,59,50.3036,19,0
212,83.23,113,62,45.0526,20,0
72,83.26,115,61,32.6552,21,0
229,85.69,101,73,43.7241,11,0
140,81.35,101,65,40.2157,12,0
169,82,104,61,46.5536,13,0
60,78.67,109,63,34.2833,14,0
247,81.74,111,64,48.2222,15,0
8,78.76,103,59,31.5345,16,0
57,76.46,95,60,36.7778,17,0
157,78.86,103,62,41.44,18,0
4180,99.44,116,75,94.6316,19,0
2922,92.36,117,62,87.1818,20,0
109,77.35,101,53,36.0545,21,0
11,82.16,103,67,53.92,7,0
1303,91.91,126,69,56.6429,8,0
1068,94.37,134,67,48.5763,9,0
0,80.73,103,60,26.4,10,2
656,83.26,112,61,49.2281,11,0
26,82.18,99,64,25.5614,12,0
538,83.26,123,56,37.0517,13,0
206,80.55,102,62,31,14,0
179,77.71,113,65,30.9831,15,0
1206,80.07,110,65,49.9833,16,0
3141,93.12,114,60,81.1667,17,0
7,73.92,108,57,33.5424,18,0
63,78.19,104,60,37.8644,19,0
116,80.93,107,67,38.1395,20,0
28,86.33,93,80,112,7,2
2352,93,122,63,75.1207,8,0
1185,89.97,124,71,50.15,9,0
2047,93.87,149,60,61.6167,10,0
245,83.09,112,64,36.6964,11,0
336,81.03,96,67,44.0508,12,0
24,81.39,107,65,38.3898,13,0
2427,89.39,113,69,78.1579,14,0
955,85.26,115,68,64.7069,15,0
701,87.84,116,61,65.4182,16,0
306,86.9,117,60,70.0577,17,0
347,90,117,67,64.8364,18,0
125,88.09,111,70,68.6981,19,0
113,88.09,121,68,61.2414,20,0
155,83.13,102,70,60.6604,21,0
0,83.5,85,82,36,11,2
3365,99.75,119,69,85.8947,12,0
1564,93.29,120,68,92.4464,13,0
1142,89.28,116,61,90.8679,14,0
3702,95.75,117,71,85.9298,15,0
15,85.98,106,68,34.55,16,0
73,83.22,110,63,23.1864,17,0
80,82.86,108,50,35.0351,18,0
28,79.05,105,59,23.1864,19,0
50,73.44,95,61,27.1017,20,0
50,74.9,95,60,30.4483,21,0
1703,101.69,124,80,63.569,14,0
1412,93.22,113,81,41.2167,15,0
1412,87.53,103,73,42.1167,16,0
137,80.87,94,73,29.9667,17,0
97,77.6,83,75,40.85,18,0
58,78.05,86,68,22,19,0
79,74.7,79,68,27.1667,20,0
43,77.15,82,74,42.1818,21,1
0,80,80,80,0,7,2
1010,80,80,80,43.8667,8,2
711,82.81,106,80,37.1167,9,2
51,81.71,96,80,18.5833,10,2
141,81.48,96,80,26.05,11,2
740,83.38,106,80,32.4,12,2
956,84.41,106,80,38.3667,13,2
181,81.88,96,80,24.5667,14,2
0,81.33,90,80,18.0333,15,2
310,81.58,90,80,23.1667,16,2
398,82.13,96,80,27.1333,17,2
570,88.08,96,80,42.15,18,2
0,92.97,122,80,16.4,19,2
25,93.66,122,80,23.6833,20,2
0,82.09,90,80,14.6512,21,2
0,72.31,81,61,14.8654,7,1
660,78.28,100,68,32.25,8,0
1112,83.91,103,67,3.41557,9,0
21,75.27,98,66,1.334,10,0
69,67.09,76,61,1.33394,11,0
585,74.5,89,60,4.30933,12,0
64,69.38,76,63,22.9667,13,0
167,69.93,78,63,31.4333,14,0
62,67.15,72,64,22.3833,15,0
608,75.88,105,68,37.2,16,0
1120,83.97,111,66,40.1833,17,0
597,80.02,90,64,50.6833,18,1
25,72.18,82,66,21.5667,19,0
47,71.5,79,64,22.6167,20,0
0,66.47,72,63,4.05455,21,1
0,68.92,75,65,1.87425,8,0
2330,95.74,118,76,6.71165,9,0
185,115.76,120,113,4.21519,10,1
2267,94.98,112,61,14.9607,11,0
1006,94.92,111,82,4.4386,12,0
223,85.32,100,77,2.38354,13,0
13,83.95,99,77,1.28516,14,0
139,86.16,107,72,2.03165,15,0
1698,92.56,116,73,4.84109,16,0
32,76.89,85,71,1.53992,17,0
59,75.94,88,70,1.87358,18,0
59,74.87,82,70,2.33256,19,0
381,82.05,97,73,59.1795,20,0
0,94,94,94,23.5,21,2
25,72.62,78,67,17.4333,7,1
130,71.75,81,66,26.3,8,0
13,71.65,80,67,20.5333,9,1
708,75.3,97,65,42.2,10,0
640,74.83,95,66,39.3333,11,0
672,73.93,94,63,33.6833,12,0
968,73.28,90,63,38.7167,13,0
269,91.83,103,82,31.1833,14,0
84,71.43,85,63,13.3833,15,1
13,66.82,74,61,17.0167,16,0
48,73.85,82,67,27.2333,17,1
98,72.03,86,63,23.4167,18,0
23,69.98,75,65,20.9667,19,1
15,70.45,77,64,21.9833,20,0
53,79.67,88,69,38.1538,21,0
713,88.04,116,75,44.9273,8,0
882,94.35,111,78,38.7167,9,0
80,70.35,79,65,19.0667,10,0
0,62.53,68,58,17.1333,11,1
635,73.17,89,58,29.8333,12,0
191,78.63,88,73,26.9333,13,0
101,76.98,86,73,23.3833,14,0
183,71.55,81,65,23.9167,15,0
82,67.67,73,64,24.4,16,0
1189,81.42,91,67,52.3833,17,0
45,71.05,91,65,20.6667,18,0
123,70.45,80,64,25.35,19,0
0,71.65,78,65,20.3667,20,1
0,73.92,82,70,29,21,0
13,78.77,86,75,33.2143,9,0
125,87.9,93,83,31.4167,10,1
16,76.35,87,71,20.0167,11,0
13,69.18,78,61,17.9167,12,0
432,70.89,98,61,36.463,13,0
598,94.9,102,87,59.55,14,0
676,89.6,103,77,60.6167,15,0
672,91.62,104,83,60.9167,16,0
953,105.78,115,94,63.8833,17,0
169,93.15,107,77,39.05,18,0
115,79.65,90,72,28.8333,19,0
70,73.83,88,67,21.3667,20,0
13,66.57,75,63,7.79832,21,0
68,75,81,70,30.5769,9,0
0,76.58,81,72,18.2833,10,1
39,71.8,81,67,21.1,11,0
0,73.17,77,71,16.125,12,1
0,80,80,80,0,21,2
0,69.94,75,63,47.2778,7,1
1106,84.88,103,72,46.7333,8,0
954,83.08,98,71,38.6167,9,0
0,69.5,81,63,17.75,10,1
68,62.77,72,57,19.65,11,0
723,72.22,89,56,32.7833,12,0
0,69.03,72,65,14.7833,13,1
105,71.54,80,63,27.5833,14,0
58,66.92,77,64,19.0833,15,0
333,77.2,101,64,31.5167,16,0
1106,90.23,106,80,49.4,17,0
43,69.18,81,61,26.5333,18,1
132,73.67,86,67,30.1333,19,0
52,68.87,77,62,21.6333,20,0
0,66.42,73,62,30.6923,21,2
0,67.38,86,61,17.1167,7,1
679,72.73,90,66,35.7667,8,0
1077,81.25,94,74,46.6167,9,0
19,72.57,85,66,19.7333,10,1
0,68.7,77,63,18.55,11,1
803,77.47,88,65,35.8167,12,0
41,73.93,78,71,17.2167,13,0
0,72.1,78,67,16.9,14,1
0,68.37,75,64,17.6167,15,0
42,63.9,71,61,18,16,0
771,75.53,93,66,38.35,17,0
632,83.58,98,68,43.7667,18,1
31,85.77,96,74,22.9167,19,0
19,86.78,93,79,25.35,20,0
41,82.83,92,78,21.5333,21,0
0,68.63,77,66,20.3429,8,1
71,79,87,71,25.85,9,0
98,82.53,87,72,23.6,10,1
136,77.65,90,72,29.65,11,0
36,80.12,89,59,21.439,12,1
186,72.98,84,65,34.5333,13,0
14,73.72,84,69,21.0333,14,0
153,71.32,76,68,27.7,15,0
106,70.12,77,64,26.8,16,0
34,62.72,76,56,28.6,17,0
69,72.48,85,67,27.35,18,1
0,83.11,87,82,32.6667,19,0
0,71.27,72,70,17.8182,20,0
212,76,86,69,27.5333,21,0
0,77.8,81,75,23.8,8,2
910,76.23,89,63,46.0667,9,0
39,66.45,76,60,22.2167,10,0
131,66.92,74,61,24.8667,11,0
682,78.32,102,58,32.9667,12,0
28,71.8,81,68,23.3667,13,1
132,70.93,78,67,24.1167,14,0
95,68.53,82,61,25.15,15,0
614,70.02,85,62,32.4833,16,1
745,76.62,86,68,38.3333,17,0
66,79.67,95,67,34.2167,18,0
28,72.44,76,70,19.3208,19,0
133,75.8,95,68,35.386,20,0
0,80,80,80,61,21,2
458,80.52,99,73,39.0833,7,0
847,86.95,97,80,37.15,8,0
150,80.27,97,73,24.9667,9,0
15,73.02,80,67,23.5333,10,1
14,78.98,90,70,31.9667,11,1
486,73.3,90,66,30.25,12,0
14,74.46,89,65,26.9429,13,1
0,80,80,80,54,21,2
57,76.98,88,69,30.875,9,0
47,85.95,96,78,22.6,10,1
160,78.83,88,73,32.7333,11,0
60,71.6,79,66,27.5833,12,0
87,70.82,77,59,28.9333,13,0
951,77.25,95,71,41.2667,14,0
2468,85.75,106,69,54.3833,15,0
2924,82.35,96,73,63.65,16,0
67,78.12,87,73,24.95,17,0
98,80.83,93,69,30.3333,18,0
58,75.65,80,73,21.3833,19,0
187,74.37,81,68,31.3333,20,1
0,72.17,79,68,22.5385,21,2
0,70,70,70,0,9,2
37,87.65,98,78,30.5349,11,0
173,87.97,102,78,38.8,12,0
179,78.48,87,71,33.6333,13,0
135,77.07,86,73,30.5333,14,0
1305,91.55,116,72,44.9833,15,0
1901,77.12,85,69,49.55,16,0
3346,91.25,105,76,72.3333,17,0
19,80.67,89,75,21.7797,18,0
96,78.63,85,72,28.55,19,0
202,82.57,93,75,34.3,20,0
0,74.36,76,72,29.1538,21,0
15,75.25,88,68,17.875,8,0
57,87.35,99,79,33.5667,9,0
171,76.47,84,67,37.9,10,0
155,78.7,87,69,39.4167,11,0
197,75.78,85,71,30.75,12,0
234,71.25,80,66,32.5833,13,0
300,79.22,86,71,45.4833,14,0
42,74.88,94,66,24.7833,15,0
64,71.33,80,64,21.1167,16,0
0,62.45,72,57,9.15,17,1
67,76.1,92,57,26.9667,18,0
172,74.93,81,70,32.7333,19,1
4029,92.8,108,71,80.6,20,0
1337,106.05,111,99,81.1,21,0
914,73.36,85,62,40.2203,9,0
110,77.88,89,71,20.9667,10,0
68,72.82,83,67,22.4667,11,0
604,78.28,94,68,33.35,12,0
74,71.67,77,67,16.95,13,0
135,68.42,76,65,23.9333,14,0
142,69.2,84,62,25.3833,15,0
136,68.25,75,63,22.1667,16,0
1058,79.42,95,70,41.3833,17,0
131,74.65,85,63,32.8167,18,0
44,69.65,79,65,18.7333,19,0
64,75.95,88,65,26.6949,20,0
0,73.42,78,71,21.9231,21,0
96,66.84,77,55,28.5625,8,0
0,74.82,80,71,17.0333,9,0
95,77.77,88,71,30.7833,10,0
86,67.98,75,61,22.9833,11,0
171,72.58,78,69,38.5333,12,0
24,75.75,80,72,21,13,0
68,74.54,85,69,33.4833,14,0
167,71.98,87,62,33.4833,15,0
60,69.05,74,65,19.6667,16,1
83,69.05,85,63,28.8,17,1
61,80.28,100,71,31.15,18,0
13,67.48,78,65,20.6833,19,0
15,68.97,74,66,21.7667,20,0
14,72.27,78,69,29.5833,21,0
0,67.72,71,65,16.32,7,0
659,72.33,85,65,36.5,8,0
1151,83.2,104,66,46.0333,9,0
0,66.75,75,62,20.1667,10,0
119,66.62,77,57,25.2333,11,0
0,67.18,74,63,15.5,12,0
753,78.76,95,66,39.0847,13,0
0,82.22,89,78,16.0667,14,0
71,80.1,88,75,21.3,15,0
734,79.75,104,72,32.3,16,0
1211,91.35,101,79,43.55,17,0
86,87.35,98,75,38.4833,18,0
16,73.9,86,68,19.7,19,0
274,78.13,99,65,33.8727,20,0
46,85.23,99,75,23.6833,21,0
104,78.57,88,69,24.55,8,0
308,77.3,83,71,45.85,9,1
11,74.83,85,69,22.25,10,1
491,72.97,79,67,42.6833,11,0
140,71.73,81,66,31.45,12,0
149,73.2,82,66,31.4333,13,0
119,70.45,77,65,23.5167,14,0
133,69.2,73,66,24.1167,15,0
745,75.75,87,68,41.3167,16,0
653,90.37,102,76,41.9333,17,0
0,75.06,76,74,17.5294,18,1
91,79.91,84,77,45.9091,7,1
72,85.17,101,74,27.4833,8,0
54,89.93,103,82,26.4773,9,1
427,87.56,94,84,75.2,10,0
391,87.75,110,70,31.0167,11,1
43,83.1,90,74,44.1333,12,0
55,88.85,98,77,39.4167,13,0
79,71.8,89,61,23.2833,14,0
50,77.88,93,72,23.9,15,0
348,84.8,94,72,44.5167,16,0
549,102.55,116,94,66.2,17,0
605,101.38,117,92,51.2833,18,0
106,88.32,101,83,25.4333,19,0
56,88.32,99,78,31.4833,20,0
120,90.78,106,81,38.7333,21,0
28,77.17,81,61,22.7568,9,0
144,86.72,98,76,29.3333,10,0
126,84.42,100,73,43.6833,11,0
29,77.18,88,71,28.0667,12,0
1401,98.18,112,77,58.9,13,0
94,73.83,93,67,21.8833,14,0
71,73.18,79,68,28.0833,15,0
873,78.98,94,67,54.05,16,0
1523,82.33,100,69,52.7833,17,0
1342,107.08,126,79,67.5333,18,0
949,82.9,99,71,43.2,19,0
348,89.67,100,76,52.4167,20,0
208,86.14,94,80,54.26,21,0
795,95,115,80,52.55,7,0
0,77.95,99,69,23.8833,8,1
42,77.55,88,71,26.3,9,0
302,81.33,97,73,37.8833,10,0
70,83.65,90,73,30.2833,11,0
0,83.65,96,77,26.4667,12,1
49,98.47,110,81,32.8167,13,0
20,97.97,118,76,32.8333,14,1
681,83.68,92,72,43.2333,15,0
355,81.5,89,76,30.8833,16,0
4796,98.07,108,87,99.85,17,0
2992,97.77,110,80,71.65,18,0
230,89.22,98,82,36.2167,19,0
0,92.48,108,84,18.85,20,0
95,95.18,104,84,23.3833,21,1
274,93.64,101,79,55.2727,7,2
438,89.78,102,80,41.35,8,0
729,101.63,116,92,46.1667,9,1
4733,106.13,119,99,114.383,10,0
3992,117.02,131,107,100.567,11,0
1701,109.15,117,95,61.9333,12,0
1871,107.4,120,95,69.4167,13,0
3044,123.27,148,103,85.9833,14,1
4224,147.23,154,137,104.417,15,1
1643,143.25,154,124,76.6538,16,1
39,85.95,93,82,29.6071,11,0
34,82.32,88,78,36.2,12,0
352,83.58,94,76,38.7,13,0
912,91.57,102,80,40.7333,14,0
0,86.32,96,81,28.2,15,0
28,88.32,96,79,30.7,16,1
752,87.53,113,80,45.5,17,0
142,88.43,113,78,30.4333,18,1
809,105.23,120,79,59,19,0
22,82.63,94,75,26.15,20,0
182,84.37,98,77,37.0333,21,0
64,83.02,88,79,30.5952,10,0
220,83.31,100,72,38.4333,11,0
311,80.52,86,74,29.35,12,0
302,80.72,89,75,36.45,13,0
153,83.95,93,77,37.3,14,0
1936,87.63,107,79,68.0167,15,0
2800,96.53,108,84,68.0333,16,0
2452,96.9,106,80,64.3167,17,0
0,79.6,85,75,16.6833,18,1
25,74.67,85,69,24.0333,19,0
28,76.82,89,71,21.3077,20,0
59,83.67,92,74,31.5957,21,0
0,81.25,83,80,15,13,2
22,86.45,98,79,21.75,14,0
0,87.63,97,76,23,15,1
161,79.9,89,73,25.6833,16,0
52,78.65,87,72,22.7833,17,0
14,70.2,75,65,12.8167,18,0
41,72.27,79,69,18.6,19,1
10,74.42,81,69,17.5833,20,1
159,81.32,111,68,28.35,21,0
52,80.07,88,73,52.4,9,2
863,93.12,125,77,54.2167,10,0
881,100.77,123,89,53.9167,11,0
268,87.07,104,67,41.7833,12,0
54,79.28,88,69,32.8103,13,0
659,97.1,113,82,47.1,14,0
330,88.6,103,79,36.35,15,0
2382,104.17,123,84,74.8833,16,0
1438,100.62,116,86,65.4667,17,0
3189,100.33,117,86,74.2333,18,0
2588,107.28,125,85,74.8333,19,0
26,74.9,83,70,21.5333,20,0
90,74.03,89,66,29.45,21,0
0,70,70,70,0,9,2
39,76.45,84,68,25.6667,10,0
62,85.98,93,80,29.05,11,0
35,85.27,93,80,26.4833,12,0
76,77.67,85,70,25.05,13,0
210,76.43,82,72,33.2667,14,1
41,70.27,78,65,24.8,15,0
77,73.72,84,67,30.2833,16,0
