steps,heart_rate_avg,max_heart,min_heart,raw_intensity_avg,time_of_day,date,hour,user_id,feel
491,72.97,79,67,42.6833,3,2023-09-22,11,87550,3
140,71.73,81,66,31.45,4,2023-09-22,12,87550,3
149,73.2,82,66,31.4333,4,2023-09-22,13,87550,3
119,70.45,77,65,23.5167,4,2023-09-22,14,87550,3
133,69.2,73,66,24.1167,4,2023-09-22,15,87550,3
745,75.75,87,68,41.3167,5,2023-09-22,16,87550,3
653,90.37,102,76,41.9333,5,2023-09-22,17,87550,3
0,75.06,76,74,17.5294,5,2023-09-22,18,87550,3
91,79.91,84,77,45.9091,2,2023-09-23,7,87550,4
72,85.17,101,74,27.4833,3,2023-09-23,8,87550,4
54,89.93,103,82,26.4773,3,2023-09-23,9,87550,4
427,87.56,94,84,75.2,3,2023-09-23,10,87550,4
391,87.75,110,70,31.0167,3,2023-09-23,11,87550,4
43,83.1,90,74,44.1333,4,2023-09-23,12,87550,4
55,88.85,98,77,39.4167,4,2023-09-23,13,87550,4
79,71.8,89,61,23.2833,4,2023-09-23,14,87550,4
50,77.88,93,72,23.9,4,2023-09-23,15,87550,4
348,84.8,94,72,44.5167,5,2023-09-23,16,87550,4
549,102.55,116,94,66.2,5,2023-09-23,17,87550,4
605,101.38,117,92,51.2833,5,2023-09-23,18,87550,4
106,88.32,101,83,25.4333,5,2023-09-23,19,87550,4
56,88.32,99,78,31.4833,6,2023-09-23,20,87550,4
120,90.78,106,81,38.7333,6,2023-09-23,21,87550,4
28,77.17,81,61,22.7568,3,2023-09-24,9,87550,4
144,86.72,98,76,29.3333,3,2023-09-24,10,87550,4
126,84.42,100,73,43.6833,3,2023-09-24,11,87550,4
29,77.18,88,71,28.0667,4,2023-09-24,12,87550,4
1401,98.18,112,77,58.9,4,2023-09-24,13,87550,4
94,73.83,93,67,21.8833,4,2023-09-24,14,87550,4
71,73.18,79,68,28.0833,4,2023-09-24,15,87550,4
873,78.98,94,67,54.05,5,2023-09-24,16,87550,4
1523,82.33,100,69,52.7833,5,2023-09-24,17,87550,4
1342,107.08,126,79,67.5333,5,2023-09-24,18,87550,4
949,82.9,99,71,43.2,5,2023-09-24,19,87550,4
348,89.67,100,76,52.4167,6,2023-09-24,20,87550,4
208,86.14,94,80,54.26,6,2023-09-24,21,87550,4
795,95.0,115,80,52.55,2,2023-09-25,7,87550,4
0,77.95,99,69,23.8833,3,2023-09-25,8,87550,4
42,77.55,88,71,26.3,3,2023-09-25,9,87550,4
302,81.33,97,73,37.8833,3,2023-09-25,10,87550,4
70,83.65,90,73,30.2833,3,2023-09-25,11,87550,4
0,83.65,96,77,26.4667,4,2023-09-25,12,87550,4
49,98.47,110,81,32.8167,4,2023-09-25,13,87550,4
20,97.97,118,76,32.8333,4,2023-09-25,14,87550,4
681,83.68,92,72,43.2333,4,2023-09-25,15,87550,4
355,81.5,89,76,30.8833,5,2023-09-25,16,87550,4
4796,98.07,108,87,99.85,5,2023-09-25,17,87550,4
2992,97.77,110,80,71.65,5,2023-09-25,18,87550,4
230,89.22,98,82,36.2167,5,2023-09-25,19,87550,4
0,92.48,108,84,18.85,6,2023-09-25,20,87550,4
95,95.18,104,84,23.3833,6,2023-09-25,21,87550,4
274,93.64,101,79,55.2727,2,2023-09-26,7,87550,5
438,89.78,102,80,41.35,3,2023-09-26,8,87550,5
729,101.63,116,92,46.1667,3,2023-09-26,9,87550,5
4733,106.13,119,99,114.383,3,2023-09-26,10,87550,5
3992,117.02,131,107,100.567,3,2023-09-26,11,87550,5
1701,109.15,117,95,61.9333,4,2023-09-26,12,87550,5
1871,107.4,120,95,69.4167,4,2023-09-26,13,87550,4
3044,123.27,148,103,85.9833,4,2023-09-26,14,87550,4
4224,147.23,154,137,104.417,4,2023-09-26,15,87550,4
1643,143.25,154,124,76.6538,5,2023-09-26,16,87550,4
39,85.95,93,82,29.6071,3,2023-09-27,11,87550,4
34,82.32,88,78,36.2,4,2023-09-27,12,87550,4
352,83.58,94,76,38.7,4,2023-09-27,13,87550,4
912,91.57,102,80,40.7333,4,2023-09-27,14,87550,4
0,86.32,96,81,28.2,4,2023-09-27,15,87550,4
28,88.32,96,79,30.7,5,2023-09-27,16,87550,4
752,87.53,113,80,45.5,5,2023-09-27,17,87550,4
142,88.43,113,78,30.4333,5,2023-09-27,18,87550,4
809,105.23,120,79,59.0,5,2023-09-27,19,87550,4
22,82.63,94,75,26.15,6,2023-09-27,20,87550,4
182,84.37,98,77,37.0333,6,2023-09-27,21,87550,4
64,83.02,88,79,30.5952,3,2023-09-28,10,87550,4
220,83.31,100,72,38.4333,3,2023-09-28,11,87550,4
311,80.52,86,74,29.35,4,2023-09-28,12,87550,4
302,80.72,89,75,36.45,4,2023-09-28,13,87550,4
153,83.95,93,77,37.3,4,2023-09-28,14,87550,4
1936,87.63,107,79,68.0167,4,2023-09-28,15,87550,4
2800,96.53,108,84,68.0333,5,2023-09-28,16,87550,4
2452,96.9,106,80,64.3167,5,2023-09-28,17,87550,4
0,79.6,85,75,16.6833,5,2023-09-28,18,87550,4
25,74.67,85,69,24.0333,5,2023-09-28,19,87550,4
28,76.82,89,71,21.3077,6,2023-09-28,20,87550,4
59,83.67,92,74,31.5957,6,2023-09-28,21,87550,4
0,81.25,83,80,15.0,4,2023-09-29,13,87550,4
22,86.45,98,79,21.75,4,2023-09-29,14,87550,4
0,87.63,97,76,23.0,4,2023-09-29,15,87550,4
161,79.9,89,73,25.6833,5,2023-09-29,16,87550,4
52,78.65,87,72,22.7833,5,2023-09-29,17,87550,4
14,70.2,75,65,12.8167,5,2023-09-29,18,87550,4
41,72.27,79,69,18.6,5,2023-09-29,19,87550,4
10,74.42,81,69,17.5833,6,2023-09-29,20,87550,4
159,81.32,111,68,28.35,6,2023-09-29,21,87550,4
52,80.07,88,73,52.4,3,2023-09-30,9,87550,3
863,93.12,125,77,54.2167,3,2023-09-30,10,87550,3
881,100.77,123,89,53.9167,3,2023-09-30,11,87550,3
268,87.07,104,67,41.7833,4,2023-09-30,12,87550,3
54,79.28,88,69,32.8103,4,2023-09-30,13,87550,3
659,97.1,113,82,47.1,4,2023-09-30,14,87550,3
330,88.6,103,79,36.35,4,2023-09-30,15,87550,4
2382,104.17,123,84,74.8833,5,2023-09-30,16,87550,4
1438,100.62,116,86,65.4667,5,2023-09-30,17,87550,4
3189,100.33,117,86,74.2333,5,2023-09-30,18,87550,4
2588,107.28,125,85,74.8333,5,2023-09-30,19,87550,4
26,74.9,83,70,21.5333,6,2023-09-30,20,87550,4
90,74.03,89,66,29.45,6,2023-09-30,21,87550,4
0,70.0,70,70,0.0,3,2023-10-01,9,87550,4
39,76.45,84,68,25.6667,3,2023-10-01,10,87550,4
62,85.98,93,80,29.05,3,2023-10-01,11,87550,4
35,85.27,93,80,26.4833,4,2023-10-01,12,87550,4
76,77.67,85,70,25.05,4,2023-10-01,13,87550,4
210,76.43,82,72,33.2667,4,2023-10-01,14,87550,4
41,70.27,78,65,24.8,4,2023-10-01,15,87550,4
77,73.72,84,67,30.2833,5,2023-10-01,16,87550,4
88,77.48,104,64,33.1167,5,2023-10-01,17,87550,4
13,71.8,84,67,23.5333,5,2023-10-01,18,87550,4
71,72.07,81,68,25.8475,5,2023-10-01,19,87550,4
202,77.88,97,63,34.0667,6,2023-10-01,20,87550,4
134,73.57,96,61,30.35,6,2023-10-01,21,87550,4
10,77.75,80,77,60.75,2,2023-10-02,7,87550,3
1255,83.62,99,74,46.7167,3,2023-10-02,8,87550,3
658,75.75,95,65,34.2833,3,2023-10-02,9,87550,3
80,69.12,80,64,18.8167,3,2023-10-02,10,87550,3
109,66.77,85,63,19.2333,3,2023-10-02,11,87550,3
307,79.06,97,63,33.2903,4,2023-10-02,12,87550,3
158,88.03,100,74,27.2,5,2023-10-02,17,87550,4
698,75.42,83,64,46.6949,5,2023-10-02,18,87550,4
32,73.57,83,69,20.95,5,2023-10-02,19,87550,4
346,88.22,103,77,44.0833,6,2023-10-02,20,87550,4
0,74.55,77,70,24.8462,6,2023-10-02,21,87550,4
23,70.93,81,65,18.9,2,2023-10-03,7,87550,4
63,70.3,85,65,28.5833,3,2023-10-03,8,87550,4
91,70.53,79,64,29.7833,3,2023-10-03,9,87550,4
351,79.57,92,66,45.25,3,2023-10-03,10,87550,4
393,85.62,95,76,44.0333,3,2023-10-03,11,87550,4
245,86.45,102,75,35.3333,4,2023-10-03,12,87550,4
108,76.72,82,71,27.7667,4,2023-10-03,13,87550,4
90,79.4,94,71,25.7,4,2023-10-03,14,87550,4
219,75.87,91,65,39.0333,4,2023-10-03,15,87550,4
156,74.22,88,65,31.1167,5,2023-10-03,16,87550,4
103,71.12,81,65,33.7667,5,2023-10-03,17,87550,4
1278,83.22,99,69,51.7,5,2023-10-03,18,87550,4
92,78.67,97,71,31.45,5,2023-10-03,19,87550,4
35,71.27,79,65,17.7667,6,2023-10-03,20,87550,4
256,73.97,87,66,34.85,6,2023-10-03,21,87550,4
51,72.53,75,70,36.5294,3,2023-10-04,8,87550,4
20,76.58,84,71,20.6667,3,2023-10-04,9,87550,4
84,73.42,78,68,26.4,3,2023-10-04,10,87550,4
159,66.78,73,61,29.2,3,2023-10-04,11,87550,4
90,70.22,81,64,33.5333,4,2023-10-04,12,87550,4
80,73.8,86,67,30.4,4,2023-10-04,13,87550,4
46,72.52,86,68,23.2,4,2023-10-04,14,87550,4
15,69.82,76,67,23.0833,4,2023-10-04,15,87550,4
50,61.17,67,52,23.5,5,2023-10-04,16,87550,4
78,68.03,83,61,26.0333,5,2023-10-04,17,87550,4
114,68.72,80,62,27.1667,5,2023-10-04,18,87550,4
61,69.55,73,67,24.5,5,2023-10-04,19,87550,4
12,66.15,74,62,17.3833,6,2023-10-04,20,87550,4
325,77.27,100,62,39.2667,6,2023-10-04,21,87550,4
16,73.22,80,65,19.3167,2,2023-10-05,7,87550,4
647,78.92,106,66,34.4667,3,2023-10-05,8,87550,4
1544,88.15,107,70,52.0,3,2023-10-05,9,87550,4
940,75.97,101,63,34.4833,3,2023-10-05,10,87550,4
208,65.05,75,61,21.2,3,2023-10-05,11,87550,4
623,76.7,89,61,33.9667,4,2023-10-05,12,87550,4
67,73.63,77,72,18.9833,4,2023-10-05,13,87550,4
173,72.13,79,68,24.5333,4,2023-10-05,14,87550,4
48,65.73,75,62,17.4333,4,2023-10-05,15,87550,4
47,64.67,71,60,20.3,5,2023-10-05,16,87550,4
723,82.78,106,65,37.6667,5,2023-10-05,17,87550,4
642,89.45,103,72,50.0678,5,2023-10-05,18,87550,4
0,75.5,80,69,19.9833,5,2023-10-05,19,87550,4
73,76.47,83,69,28.9167,6,2023-10-05,20,87550,4
151,76.5,84,72,35.3333,6,2023-10-05,21,87550,4
650,84.12,107,70,42.3846,3,2023-10-06,8,87550,4
1260,96.74,110,82,49.4746,3,2023-10-06,9,87550,4
38,72.14,87,68,20.3333,3,2023-10-06,10,87550,4
204,69.3,79,61,21.5667,3,2023-10-06,11,87550,4
304,71.97,97,63,25.5167,4,2023-10-06,12,87550,4
438,82.52,100,74,30.0,4,2023-10-06,13,87550,4
0,75.25,81,72,17.65,4,2023-10-06,14,87550,4
0,71.5,77,66,16.1167,4,2023-10-06,15,87550,5
0,73.47,82,67,18.3833,5,2023-10-06,16,87550,5
756,92.63,111,71,41.7167,5,2023-10-06,17,87550,5
529,87.08,110,70,38.7833,5,2023-10-06,18,87550,5
2128,93.8,110,71,64.5833,5,2023-10-06,19,87550,5
0,74.25,97,67,16.7833,6,2023-10-06,20,87550,5
71,77.1,83,71,18.65,6,2023-10-06,21,87550,5
0,80.0,80,80,0.0,3,2023-10-07,9,87550,3
36,103.48,120,87,38.5926,3,2023-10-07,11,87550,3
67,81.97,89,78,23.1167,4,2023-10-07,12,87550,3
51,82.62,92,76,28.5833,4,2023-10-07,13,87550,3
99,90.42,115,75,35.05,4,2023-10-07,14,87550,3
135,76.15,84,72,27.3833,4,2023-10-07,15,87550,3
143,78.03,94,71,36.1,5,2023-10-07,16,87550,3
32,72.08,78,68,26.3667,5,2023-10-07,17,87550,3
91,77.57,93,67,26.7667,5,2023-10-07,18,87550,3
118,73.38,80,68,25.0,5,2023-10-07,19,87550,3
0,65.88,69,64,15.6,6,2023-10-07,20,87550,3
92,71.53,80,64,30.4333,6,2023-10-07,21,87550,3
0,80.0,80,80,0.0,3,2023-10-08,9,87550,4
0,69.83,75,64,18.1667,3,2023-10-08,11,87550,4
12,73.43,79,68,22.25,4,2023-10-08,12,87550,4
94,73.3,95,66,27.0333,4,2023-10-08,13,87550,4
2316,84.7,108,67,67.1833,4,2023-10-08,14,87550,4
4185,99.58,107,91,91.6667,4,2023-10-08,15,87550,4
16,73.95,97,65,17.5,5,2023-10-08,16,87550,4
15,73.03,80,68,24.15,5,2023-10-08,17,87550,4
106,69.93,75,66,19.5167,5,2023-10-08,18,87550,4
32,69.22,81,63,24.8167,5,2023-10-08,19,87550,4
0,68.98,82,65,16.4,6,2023-10-08,20,87550,4
12,71.45,81,65,27.8333,6,2023-10-08,21,87550,4
30,68.0,69,66,42.6667,2,2023-10-09,7,87550,4
653,86.12,111,69,39.15,3,2023-10-09,8,87550,4
1230,91.63,108,84,45.5833,3,2023-10-09,9,87550,4
134,81.2,87,74,22.7333,3,2023-10-09,10,87550,4
77,68.62,73,63,21.6333,3,2023-10-09,11,87550,4
600,76.55,89,64,31.3833,4,2023-10-09,12,87550,4
164,74.45,84,67,25.4833,4,2023-10-09,13,87550,4
113,72.5,79,69,21.5833,4,2023-10-09,14,87550,4
110,72.65,82,66,26.5167,4,2023-10-09,15,87550,4
151,71.66,83,65,21.0175,5,2023-10-09,16,87550,4
977,90.87,110,71,52.1,5,2023-10-09,17,87550,4
54,89.2,107,77,26.8667,5,2023-10-09,18,87550,4
58,89.53,103,83,27.4,5,2023-10-09,19,87550,4
62,87.08,104,76,28.8667,6,2023-10-09,20,87550,4
0,74.75,76,73,20.3077,6,2023-10-09,21,87550,4
11,70.53,89,65,15.9667,2,2023-10-10,7,87550,4
683,76.67,113,64,34.5333,3,2023-10-10,8,87550,4
1699,96.3,112,82,57.0833,3,2023-10-10,9,87550,4
755,87.76,115,74,36.9831,3,2023-10-10,10,87550,4
0,73.0,79,69,20.9333,3,2023-10-10,11,87550,4
813,77.83,93,68,43.0833,4,2023-10-10,12,87550,4
16,69.35,80,63,19.1034,4,2023-10-10,13,87550,4
117,65.48,73,61,19.7167,4,2023-10-10,14,87550,4
79,68.8,78,65,18.7,4,2023-10-10,15,87550,4
0,62.3,77,57,12.5333,5,2023-10-10,16,87550,4
754,76.58,104,57,36.55,5,2023-10-10,17,87550,4
1011,99.2,112,84,46.3404,5,2023-10-10,18,87550,4
190,75.39,103,64,48.2955,5,2023-10-10,19,87550,4
58,83.83,104,76,25.0167,6,2023-10-10,20,87550,4
0,78.33,80,78,20.125,6,2023-10-10,21,87550,4
0,76.28,79,73,14.8,3,2023-10-11,8,87550,4
10,74.97,79,71,18.9667,3,2023-10-11,9,87550,4
167,77.73,87,72,29.9,3,2023-10-11,10,87550,4
408,75.63,85,67,34.1333,3,2023-10-11,11,87550,4
28,72.72,83,67,31.05,4,2023-10-11,12,87550,4
107,73.62,84,66,23.7167,4,2023-10-11,13,87550,4
231,76.33,84,69,28.55,4,2023-10-11,14,87550,4
174,76.05,81,73,23.4833,4,2023-10-11,15,87550,4
98,74.02,80,69,22.9167,5,2023-10-11,16,87550,4
41,77.02,92,71,27.1167,5,2023-10-11,17,87550,4
42,79.15,85,73,33.65,5,2023-10-11,18,87550,4
26,72.73,78,70,21.4667,5,2023-10-11,19,87550,4
107,69.45,85,62,27.0833,6,2023-10-11,20,87550,4
0,66.27,70,65,16.4667,6,2023-10-11,21,87550,4
568,83.31,95,73,58.7308,3,2023-10-12,8,87550,4
1538,82.4,120,62,53.3,3,2023-10-12,9,87550,4
129,74.73,112,63,23.8,3,2023-10-12,10,87550,4
165,69.41,87,62,25.8,3,2023-10-12,11,87550,4
796,75.32,95,61,40.4333,4,2023-10-12,12,87550,4
0,71.08,76,68,16.3167,4,2023-10-12,13,87550,4
0,69.53,77,66,17.0333,4,2023-10-12,14,87550,4
241,69.98,82,61,28.2712,4,2023-10-12,15,87550,4
0,67.7,73,64,14.8,5,2023-10-12,16,87550,4
743,81.2,101,68,40.2,5,2023-10-12,17,87550,4
569,80.3,93,65,46.1833,5,2023-10-12,18,87550,4
31,74.77,82,69,24.8333,5,2023-10-12,19,87550,4
40,73.78,84,68,25.1167,6,2023-10-12,20,87550,4
0,69.3,76,65,18.8167,6,2023-10-12,21,87550,4
538,80.74,89,69,53.087,5,2023-10-13,17,87550,3
205,87.52,97,73,45.4167,5,2023-10-13,18,87550,3
83,72.07,80,68,24.9833,5,2023-10-13,19,87550,3
24,72.2,81,69,21.1167,6,2023-10-13,20,87550,3
64,68.37,76,64,25.7333,6,2023-10-13,21,87550,3
0,81.68,86,79,25.1,3,2023-10-14,9,87550,4
30,80.5,89,74,19.2667,3,2023-10-14,10,87550,4
131,77.15,86,71,26.7167,3,2023-10-14,11,87550,4
124,71.13,79,67,22.4667,4,2023-10-14,12,87550,4
217,75.22,99,66,32.9167,4,2023-10-14,13,87550,4
185,68.87,85,63,30.8833,4,2023-10-14,14,87550,4
1561,91.02,104,81,61.1167,4,2023-10-14,15,87550,4
302,107.0,119,97,57.1,5,2023-10-14,16,87550,4
1128,109.13,120,101,66.35,5,2023-10-14,17,87550,4
342,94.3,113,79,38.7167,5,2023-10-14,18,87550,4
29,80.9,90,74,20.0,5,2023-10-14,19,87550,4
78,83.53,93,71,20.8833,6,2023-10-14,20,87550,4
0,69.55,77,66,13.55,6,2023-10-14,21,87550,4
0,80.0,80,80,0.0,3,2023-10-15,9,87550,4
77,74.27,83,71,48.6923,3,2023-10-15,10,87550,4
14,75.05,83,69,18.9,3,2023-10-15,11,87550,4
57,76.5,83,67,20.9,4,2023-10-15,12,87550,4
162,75.93,82,69,32.8833,4,2023-10-15,13,87550,4
170,73.82,83,66,30.4333,4,2023-10-15,14,87550,4
165,79.6,86,71,36.35,4,2023-10-15,15,87550,4
649,85.65,104,67,52.75,5,2023-10-15,16,87550,4
1134,98.83,106,89,62.8167,5,2023-10-15,17,87550,4
398,80.37,106,71,33.5333,5,2023-10-15,18,87550,4
534,120.08,172,86,51.4167,5,2023-10-15,19,87550,4
62,117.36,122,111,50.3333,6,2023-10-15,20,87550,4
0,80.0,80,80,0.0,6,2023-10-15,21,87550,4
28,74.23,81,69,36.8846,2,2023-10-16,7,87550,4
1056,84.5,105,68,44.6,3,2023-10-16,8,87550,4
772,82.72,101,69,39.9167,3,2023-10-16,9,87550,4
95,68.0,73,63,19.9333,3,2023-10-16,10,87550,4
0,62.12,71,58,17.7167,3,2023-10-16,11,87550,4
852,73.42,86,59,38.8,4,2023-10-16,12,87550,4
0,76.15,84,70,16.1167,4,2023-10-16,13,87550,4
159,73.15,82,69,18.7667,4,2023-10-16,14,87550,4
94,71.1,80,65,19.8833,4,2023-10-16,15,87550,4
0,66.52,72,62,19.0,5,2023-10-16,16,87550,4
912,84.43,109,61,41.4833,5,2023-10-16,17,87550,4
951,85.42,103,71,45.9667,5,2023-10-16,18,87550,4
29,73.45,83,70,20.85,5,2023-10-16,19,87550,4
38,76.97,87,69,25.3667,6,2023-10-16,20,87550,4
19,69.68,74,65,19.2667,6,2023-10-16,21,87550,4
0,66.39,70,64,12.5854,2,2023-10-17,7,87550,4
673,75.52,91,69,39.2333,3,2023-10-17,8,87550,4
624,76.98,102,62,39.9167,3,2023-10-17,9,87550,4
330,77.08,116,65,22.4833,3,2023-10-17,10,87550,4
153,66.8,81,61,22.8,3,2023-10-17,11,87550,4
632,76.15,88,60,33.0167,4,2023-10-17,12,87550,4
14,70.45,76,65,22.1667,4,2023-10-17,13,87550,4
242,68.28,77,63,26.2667,4,2023-10-17,14,87550,4
176,70.03,92,63,21.3,4,2023-10-17,15,87550,4
280,71.23,79,65,30.3333,5,2023-10-17,16,87550,4
996,82.02,111,69,42.6047,5,2023-10-17,17,87550,4
0,66.85,108,55,14.6538,5,2023-10-17,18,87550,4
99,68.3,85,56,27.7167,5,2023-10-17,19,87550,4
45,69.27,80,63,22.4833,6,2023-10-17,20,87550,4
19,69.48,82,65,20.75,6,2023-10-17,21,87550,4
85,74.02,79,67,34.0339,3,2023-10-18,9,87550,4
0,80.43,88,75,17.1333,3,2023-10-18,10,87550,4
0,74.25,78,69,20.75,3,2023-10-18,11,87550,4
0,64.55,92,60,14.0566,2,2023-10-19,7,87550,4
672,70.03,101,61,35.8833,3,2023-10-19,8,87550,4
853,80.77,114,68,44.6167,3,2023-10-19,9,87550,4
64,74.86,100,68,17.9767,3,2023-10-19,10,87550,4
101,67.62,74,63,17.9833,3,2023-10-19,11,87550,4
42,68.4,76,64,31.8667,4,2023-10-19,12,87550,4
0,88.25,90,87,16.0,5,2023-10-19,17,87550,4
639,84.07,106,69,41.9667,5,2023-10-19,18,87550,4
25,71.67,77,68,26.9667,5,2023-10-19,19,87550,4
28,72.43,79,68,21.2,6,2023-10-19,20,87550,4
69,70.96,76,67,25.6863,6,2023-10-19,21,87550,4
687,85.76,109,66,42.9216,3,2023-10-20,8,87550,3
849,85.07,114,71,37.5833,3,2023-10-20,9,87550,3
0,71.83,77,66,15.2,3,2023-10-20,10,87550,3
0,72.23,93,66,16.9667,3,2023-10-20,11,87550,3
805,79.0,86,70,41.1167,4,2023-10-20,12,87550,3
46,83.55,91,78,20.2667,4,2023-10-20,13,87550,3
0,77.53,83,73,18.8136,4,2023-10-20,14,87550,3
105,75.35,85,70,21.5,4,2023-10-20,15,87550,3
0,69.75,78,66,17.4,5,2023-10-20,16,87550,3
700,77.42,104,67,36.1833,5,2023-10-20,17,87550,3
661,76.7,90,66,46.7333,5,2023-10-20,18,87550,3
11,74.48,86,67,22.1833,5,2023-10-20,19,87550,3
147,85.78,93,75,33.5854,6,2023-10-20,20,87550,3
0,81.18,83,79,20.2727,3,2023-10-21,10,87550,4
0,74.95,85,65,18.4667,3,2023-10-21,11,87550,4
55,70.78,82,64,29.1667,4,2023-10-21,12,87550,4
0,67.0,82,61,15.6667,4,2023-10-21,13,87550,4
2561,101.63,122,66,75.6833,4,2023-10-21,14,87550,4
960,91.92,105,77,48.5333,4,2023-10-21,15,87550,4
117,78.1,85,69,28.6833,5,2023-10-21,16,87550,4
0,65.8,80,60,9.68333,5,2023-10-21,17,87550,4
0,59.27,66,55,7.83333,5,2023-10-21,18,87550,4
70,65.5,78,57,30.0667,5,2023-10-21,19,87550,4
83,70.78,81,65,23.3667,6,2023-10-21,20,87550,4
176,70.98,85,66,27.1833,6,2023-10-21,21,87550,4
0,80.0,80,80,0.0,3,2023-10-22,9,87550,4
37,78.63,88,69,22.3559,3,2023-10-22,11,87550,4
87,80.15,90,69,23.8333,4,2023-10-22,12,87550,4
192,75.48,87,66,36.4667,4,2023-10-22,13,87550,4
108,77.6,90,67,33.8833,4,2023-10-22,14,87550,4
14,70.93,77,64,18.6833,4,2023-10-22,15,87550,4
55,77.52,91,70,26.5333,5,2023-10-22,16,87550,4
16,72.27,78,68,18.2167,5,2023-10-22,17,87550,4
87,72.9,82,66,27.0333,5,2023-10-22,18,87550,4
0,61.92,66,58,13.0667,5,2023-10-22,19,87550,4
22,63.63,74,56,15.3333,6,2023-10-22,20,87550,4
89,64.2,78,58,19.7667,6,2023-10-22,21,87550,4
716,84.65,98,75,46.2222,3,2023-10-23,8,87550,4
1259,92.63,113,72,43.05,3,2023-10-23,9,87550,4
71,75.52,88,66,21.1167,3,2023-10-23,10,87550,4
0,66.27,77,62,18.7333,3,2023-10-23,11,87550,4
752,73.07,94,59,39.2667,4,2023-10-23,12,87550,4
0,72.17,78,70,14.8,4,2023-10-23,13,87550,4
126,67.23,75,63,23.3167,4,2023-10-23,14,87550,4
66,67.62,79,62,17.85,4,2023-10-23,15,87550,4
0,66.72,76,62,18.9667,5,2023-10-23,16,87550,4
1243,82.2,102,69,44.6833,5,2023-10-23,17,87550,4
626,80.12,101,71,42.6167,5,2023-10-23,18,87550,4
0,68.62,74,64,20.7667,5,2023-10-23,19,87550,4
96,74.68,89,68,27.6333,6,2023-10-23,20,87550,4
0,73.0,78,71,23.0833,6,2023-10-23,21,87550,4
12,73.73,85,68,20.1667,2,2023-10-24,7,87550,4
690,80.53,109,68,35.1833,3,2023-10-24,8,87550,4
1230,89.0,113,72,44.05,3,2023-10-24,9,87550,4
47,69.02,82,61,19.3333,3,2023-10-24,10,87550,4
0,62.28,67,59,15.3,3,2023-10-24,11,87550,4
0,63.57,70,61,16.2333,4,2023-10-24,12,87550,4
360,76.0,97,60,29.4167,4,2023-10-24,13,87550,4
510,85.55,98,71,36.4,4,2023-10-24,14,87550,4
0,70.4,77,67,18.9,4,2023-10-24,15,87550,4
0,69.4,75,65,17.2833,5,2023-10-24,16,87550,4
993,86.5,112,64,47.3833,5,2023-10-24,17,87550,4
927,89.32,100,78,52.4,5,2023-10-24,18,87550,4
0,77.17,87,70,19.0,5,2023-10-24,19,87550,4
52,81.77,91,76,30.4186,6,2023-10-24,20,87550,4
0,71.17,77,69,12.6389,2,2023-10-26,7,87550,4
702,78.47,106,69,36.6167,3,2023-10-26,8,87550,4
1474,88.42,100,71,50.2667,3,2023-10-26,9,87550,4
64,77.85,99,69,23.8,3,2023-10-26,10,87550,4
69,70.1,76,64,26.2667,3,2023-10-26,11,87550,4
708,74.47,86,66,34.6833,4,2023-10-26,12,87550,4
98,76.9,83,71,21.6102,4,2023-10-26,13,87550,4
124,75.65,89,63,25.6833,4,2023-10-26,14,87550,4
0,69.47,76,65,17.0333,4,2023-10-26,15,87550,4
21,67.08,71,63,19.7333,5,2023-10-26,16,87550,4
586,74.33,111,62,33.4,5,2023-10-26,17,87550,4
643,91.83,107,80,42.5167,5,2023-10-26,18,87550,4
39,83.13,111,67,25.6333,5,2023-10-26,19,87550,4
86,77.08,92,68,21.55,6,2023-10-26,20,87550,4
17,76.59,87,72,23.75,6,2023-10-26,21,87550,4
0,99.7,106,97,57.4,2,2023-10-27,7,87550,4
839,90.17,106,78,51.7333,3,2023-10-27,8,87550,4
688,90.53,105,80,40.4,3,2023-10-27,9,87550,4
0,75.58,84,71,18.8667,3,2023-10-27,10,87550,4
0,70.12,75,66,18.0167,3,2023-10-27,11,87550,4
753,76.15,85,67,39.1,4,2023-10-27,12,87550,4
51,74.82,81,71,23.5167,4,2023-10-27,13,87550,4
79,75.2,87,70,22.2833,4,2023-10-27,14,87550,4
16,69.62,75,66,19.8167,4,2023-10-27,15,87550,4
305,65.57,76,60,28.8333,5,2023-10-27,16,87550,4
989,77.02,94,68,41.4333,5,2023-10-27,17,87550,4
489,84.5,93,75,45.5,5,2023-10-27,18,87550,4
25,72.2,79,67,19.5333,5,2023-10-27,19,87550,4
60,72.33,77,70,18.7872,6,2023-10-27,20,87550,4
0,80.0,80,80,0.0,6,2023-10-27,21,87550,4
35,75.24,79,70,23.7381,3,2023-10-28,10,87550,4
49,76.38,85,69,24.2,3,2023-10-28,11,87550,4
159,81.82,90,76,31.0,4,2023-10-28,12,87550,4
133,72.7,80,63,33.6333,4,2023-10-28,13,87550,4
213,82.73,93,75,47.0667,4,2023-10-28,14,87550,4
26,73.29,81,69,21.3559,4,2023-10-28,15,87550,4
100,72.88,81,68,28.9167,5,2023-10-28,16,87550,4
41,70.03,80,64,23.5167,5,2023-10-28,17,87550,4
125,72.47,83,65,29.8833,5,2023-10-28,18,87550,4
1432,80.53,113,66,56.7833,5,2023-10-28,19,87550,4
231,82.72,113,65,37.5932,6,2023-10-28,20,87550,4
0,80.0,80,80,0.0,6,2023-10-28,21,87550,4
0,80.0,80,80,0.0,3,2023-10-29,8,87550,3
