steps,heart_rate_avg,max_heart,min_heart,raw_intensity_avg,time_of_day,date,hour,user_id,feel
0,80.0,80,80,0.0,2,2023-09-04,7,85816,5
0,80.0,80,80,0.0,3,2023-09-04,8,85816,5
37,80.0,80,80,13.8667,3,2023-09-04,9,85816,5
101,80.0,80,80,40.2167,3,2023-09-04,10,85816,5
398,82.0,90,80,53.5167,3,2023-09-04,11,85816,5
84,91.32,112,80,18.7833,4,2023-09-04,12,85816,5
2070,101.0,112,80,57.1167,4,2023-09-04,13,85816,5
1580,84.86,96,80,48.5,4,2023-09-04,14,85816,5
35,87.68,112,80,19.5833,4,2023-09-04,15,85816,5
291,108.49,122,80,27.1,5,2023-09-04,16,85816,5
1429,88.0,96,80,62.1667,5,2023-09-04,17,85816,5
241,88.04,106,80,35.7667,5,2023-09-04,18,85816,4
877,96.04,122,80,37.0833,5,2023-09-04,19,85816,4
192,81.72,109,71,28.9167,6,2023-09-04,20,85816,4
659,76.52,94,68,42.35,6,2023-09-04,21,85816,4
32,103.31,112,87,44.6923,2,2023-09-05,7,85816,4
728,85.23,101,76,53.7069,3,2023-09-05,8,85816,4
687,85.3,108,71,29.1333,3,2023-09-05,9,85816,4
1098,77.0,95,63,39.5,3,2023-09-05,10,85816,4
150,73.97,83,67,40.5167,3,2023-09-05,11,85816,4
235,73.78,92,67,36.9667,4,2023-09-05,12,85816,4
1494,75.48,90,66,61.7,4,2023-09-05,13,85816,4
857,89.76,108,73,57.6441,4,2023-09-05,14,85816,4
50,80.37,93,72,37.1833,4,2023-09-05,15,85816,4
77,77.65,93,67,34.9167,5,2023-09-05,16,85816,4
496,81.3,94,70,45.05,5,2023-09-05,17,85816,4
700,77.25,94,68,49.7833,5,2023-09-05,18,85816,4
908,75.68,101,63,35.1667,5,2023-09-05,19,85816,5
1619,84.0,102,67,47.2,6,2023-09-05,20,85816,5
1214,74.97,101,61,45.4167,6,2023-09-05,21,85816,5
89,77.98,90,66,23.4082,3,2023-09-06,10,85816,4
378,92.37,103,70,59.5849,3,2023-09-06,11,85816,4
230,83.7,92,76,37.6,4,2023-09-06,12,85816,4
89,75.58,81,71,28.2833,4,2023-09-06,13,85816,4
1191,92.2,119,79,61.4,4,2023-09-06,14,85816,4
26,96.12,115,89,30.9833,4,2023-09-06,15,85816,4
894,95.3,108,83,55.35,5,2023-09-06,16,85816,4
354,85.48,98,74,39.25,5,2023-09-06,17,85816,4
97,75.57,82,71,32.3833,5,2023-09-06,18,85816,4
409,77.85,86,71,34.6667,5,2023-09-06,19,85816,4
4154,98.72,109,80,85.5667,6,2023-09-06,20,85816,4
306,75.88,87,66,24.0167,6,2023-09-06,21,85816,4
318,70.27,86,60,47.4242,2,2023-09-07,7,85816,4
251,83.2,96,76,39.25,3,2023-09-07,8,85816,4
179,83.14,93,75,31.2955,3,2023-09-07,9,85816,4
169,83.95,98,71,36.85,3,2023-09-07,10,85816,4
115,79.78,88,75,35.3167,3,2023-09-07,11,85816,4
122,80.82,106,76,41.95,4,2023-09-07,12,85816,4
2108,97.88,106,92,76.45,4,2023-09-07,13,85816,4
112,87.38,95,75,50.75,4,2023-09-07,14,85816,4
102,70.98,81,60,33.1667,4,2023-09-07,15,85816,4
142,70.85,78,68,21.6,5,2023-09-07,16,85816,4
219,82.47,98,72,53.75,5,2023-09-07,17,85816,4
688,78.77,98,70,34.5,5,2023-09-07,18,85816,4
1618,87.52,102,76,55.6333,5,2023-09-07,19,85816,4
455,87.18,107,71,41.2182,6,2023-09-07,20,85816,4
0,80.0,80,80,14.0,6,2023-09-07,21,85816,4
132,87.33,99,68,52.0652,3,2023-09-08,10,85816,4
173,96.72,104,90,51.2833,3,2023-09-08,11,85816,4
1884,111.78,123,98,74.6833,4,2023-09-08,12,85816,4
959,108.22,119,97,69.75,4,2023-09-08,13,85816,4
676,86.65,102,72,46.9636,4,2023-09-08,14,85816,4
289,81.17,94,71,47.0625,4,2023-09-08,15,85816,5
4007,100.03,109,85,88.8333,5,2023-09-08,16,85816,5
860,114.8,131,99,73.2,5,2023-09-08,17,85816,5
3205,121.17,133,110,84.9,5,2023-09-08,18,85816,5
811,97.92,111,86,66.9,5,2023-09-08,19,85816,5
77,95.75,107,89,44.65,6,2023-09-08,20,85816,4
326,92.87,101,79,45.4167,6,2023-09-08,21,85816,4
0,78.58,86,73,12.0833,3,2023-09-09,9,85816,4
22,73.22,80,67,15.8,3,2023-09-09,10,85816,4
121,76.27,86,71,25.3667,3,2023-09-09,11,85816,4
801,74.88,88,67,35.35,4,2023-09-09,12,85816,4
278,78.92,90,70,28.8983,4,2023-09-09,13,85816,4
1322,86.13,105,68,52.9833,4,2023-09-09,14,85816,4
220,80.85,88,73,35.9333,4,2023-09-09,15,85816,4
175,71.05,85,60,27.2833,5,2023-09-09,16,85816,4
155,70.38,90,55,30.55,5,2023-09-09,17,85816,4
475,79.15,91,67,43.1667,5,2023-09-09,18,85816,4
318,87.2,96,80,53.7333,5,2023-09-09,19,85816,4
15,66.75,77,59,12.8333,6,2023-09-09,20,85816,4
229,77.97,90,68,39.3667,6,2023-09-09,21,85816,4
29,79.41,85,73,41.4706,3,2023-09-10,8,85816,4
56,83.88,101,72,34.8868,3,2023-09-10,9,85816,4
196,89.07,106,82,35.3966,3,2023-09-10,10,85816,4
659,88.02,100,73,50.95,3,2023-09-10,11,85816,4
777,77.98,91,68,35.25,4,2023-09-10,12,85816,4
21,73.77,85,66,24.6667,4,2023-09-10,13,85816,4
140,68.87,78,65,26.1167,4,2023-09-10,14,85816,4
406,68.53,78,63,31.3,4,2023-09-10,15,85816,4
0,68.8,74,63,18.45,5,2023-09-10,16,85816,4
1011,75.58,88,68,42.5,5,2023-09-10,17,85816,4
1925,86.33,104,73,58.098,5,2023-09-10,18,85816,4
0,73.5,75,72,68.5,6,2023-09-10,20,85816,5
3887,92.62,107,78,79.1833,6,2023-09-10,21,85816,5
92,83.7,103,76,43.5116,3,2023-09-11,9,85816,4
90,86.12,102,70,39.0333,3,2023-09-11,10,85816,4
251,98.1,116,80,54.1923,3,2023-09-11,11,85816,4
89,89.98,103,73,45.1304,4,2023-09-11,12,85816,4
1792,96.82,109,76,53.9167,4,2023-09-11,13,85816,4
981,99.17,119,85,39.4833,4,2023-09-11,14,85816,4
1310,93.05,107,84,49.25,4,2023-09-11,15,85816,4
474,91.37,103,82,45.55,5,2023-09-11,16,85816,4
658,97.85,103,92,59.45,5,2023-09-11,17,85816,4
659,90.83,100,81,56.3333,5,2023-09-11,18,85816,4
244,83.7,96,75,37.2667,5,2023-09-11,19,85816,4
0,82.7,92,79,24.6667,6,2023-09-11,20,85816,4
125,83.8,97,75,30.6167,6,2023-09-11,21,85816,4
0,80.0,80,80,0.0,3,2023-09-12,8,85816,3
118,97.2,109,85,39.7451,3,2023-09-12,9,85816,3
441,97.05,104,89,53.5667,3,2023-09-12,10,85816,3
115,90.33,97,86,42.7333,3,2023-09-12,11,85816,3
1898,100.17,113,85,53.9,4,2023-09-12,12,85816,3
1597,89.49,104,83,39.9492,4,2023-09-12,13,85816,3
0,80.0,80,80,0.0,4,2023-09-12,14,85816,3
87,82.31,92,74,52.2308,3,2023-09-13,10,85816,3
35,90.07,112,79,26.4333,3,2023-09-13,11,85816,3
156,97.36,104,90,48.1923,4,2023-09-13,12,85816,3
698,102.07,119,96,60.5254,4,2023-09-13,13,85816,3
313,98.27,117,85,39.0167,4,2023-09-13,14,85816,3
1304,100.31,114,84,54.3729,4,2023-09-13,15,85816,3
28,83.92,100,78,21.8,5,2023-09-13,16,85816,3
1493,91.73,104,78,51.5333,5,2023-09-13,17,85816,3
107,80.98,94,72,24.7833,5,2023-09-13,18,85816,3
23,74.18,78,71,16.7667,5,2023-09-13,19,85816,3
327,82.92,99,68,35.4333,6,2023-09-13,20,85816,3
98,76.56,89,72,33.4,6,2023-09-13,21,85816,3
38,83.1,99,75,17.975,3,2023-09-14,10,85816,4
153,85.65,101,75,31.7021,3,2023-09-14,11,85816,4
983,91.31,104,78,47.9464,4,2023-09-14,12,85816,4
1262,89.18,106,71,45.05,4,2023-09-14,13,85816,4
593,80.63,92,71,37.65,4,2023-09-14,14,85816,4
83,71.63,82,67,22.7167,4,2023-09-14,15,85816,4
262,81.33,97,66,36.95,5,2023-09-14,16,85816,4
60,69.17,75,66,15.0833,5,2023-09-14,17,85816,4
44,71.07,81,65,18.4667,5,2023-09-14,18,85816,4
434,79.45,94,68,28.0833,5,2023-09-14,19,85816,4
38,73.27,78,70,20.1667,6,2023-09-14,20,85816,4
16,73.45,81,70,20.1,6,2023-09-14,21,85816,4
551,95.24,107,67,64.4412,2,2023-09-15,7,85816,4
1633,97.44,121,77,43.2542,3,2023-09-15,8,85816,4
1244,87.22,102,75,49.45,3,2023-09-15,9,85816,4
101,79.3,90,70,38.5333,3,2023-09-15,10,85816,4
79,70.78,76,67,39.0667,3,2023-09-15,11,85816,4
2778,81.28,97,69,75.9833,4,2023-09-15,12,85816,4
290,86.93,100,78,40.7833,4,2023-09-15,13,85816,4
1441,92.63,114,75,49.0333,4,2023-09-15,14,85816,4
1183,89.23,110,72,50.2,4,2023-09-15,15,85816,4
382,81.15,91,72,35.0333,5,2023-09-15,16,85816,4
301,84.93,97,73,39.7833,5,2023-09-15,17,85816,4
630,89.32,97,78,44.4167,5,2023-09-15,18,85816,4
64,72.02,83,66,23.3333,5,2023-09-15,19,85816,4
0,70.35,75,65,15.9333,6,2023-09-15,20,85816,4
572,77.72,97,64,37.0,6,2023-09-15,21,85816,4
132,81.85,86,70,46.0741,3,2023-09-16,9,85816,4
155,75.23,92,66,24.7193,3,2023-09-16,10,85816,4
152,69.82,77,65,28.65,3,2023-09-16,11,85816,4
65,64.88,76,60,24.1167,4,2023-09-16,12,85816,4
510,85.29,100,72,39.8983,4,2023-09-16,13,85816,4
587,84.38,98,74,51.3833,4,2023-09-16,14,85816,4
304,84.33,101,73,39.9667,4,2023-09-16,15,85816,4
411,91.28,105,83,47.8833,5,2023-09-16,16,85816,4
1254,90.53,104,81,49.9322,5,2023-09-16,17,85816,4
168,90.08,106,80,40.9333,5,2023-09-16,18,85816,4
54,76.5,87,70,26.65,5,2023-09-16,19,85816,4
0,72.19,78,68,24.2881,6,2023-09-16,20,85816,4
46,71.5,75,69,43.3333,6,2023-09-16,21,85816,4
0,70.0,70,70,31.0,2,2023-09-17,7,85816,4
0,80.0,80,80,0.0,3,2023-09-17,8,85816,4
589,90.43,111,66,61.4839,3,2023-09-17,9,85816,4
2367,105.53,114,89,60.5667,3,2023-09-17,10,85816,4
1776,99.45,115,85,57.8667,3,2023-09-17,11,85816,4
258,103.85,118,83,60.1,4,2023-09-17,12,85816,4
340,83.67,94,77,45.1833,4,2023-09-17,13,85816,4
108,83.03,90,75,37.2333,4,2023-09-17,14,85816,4
163,85.83,92,73,38.6167,4,2023-09-17,15,85816,4
1033,97.18,110,85,52.4,5,2023-09-17,16,85816,4
487,95.94,101,92,72.5294,5,2023-09-17,17,85816,4
0,80.0,80,80,8.0,6,2023-09-17,21,85816,4
764,107.18,120,90,62.5,3,2023-09-18,10,85816,4
429,96.35,107,81,55.75,3,2023-09-18,11,85816,4
235,78.04,96,70,45.38,4,2023-09-18,12,85816,4
1841,95.18,105,85,70.7667,4,2023-09-18,13,85816,4
60,76.05,90,68,34.9,4,2023-09-18,14,85816,4
313,79.28,91,68,54.65,4,2023-09-18,15,85816,4
392,86.6,104,75,40.8,5,2023-09-18,16,85816,4
318,84.67,96,78,36.2289,5,2023-09-18,17,85816,4
2968,89.22,100,77,51.8167,5,2023-09-18,18,85816,4
1644,110.24,133,92,53.3067,5,2023-09-18,19,85816,4
1066,97.33,113,82,58.5741,6,2023-09-18,20,85816,4
227,82.56,89,79,44.2143,6,2023-09-18,21,85816,4
124,83.4,91,65,41.383,3,2023-09-19,10,85816,4
85,89.1,98,81,50.6667,3,2023-09-19,11,85816,4
129,87.17,94,81,48.3167,4,2023-09-19,12,85816,4
289,85.02,101,73,43.1667,4,2023-09-19,13,85816,4
249,80.13,93,72,47.4167,4,2023-09-19,14,85816,3
1193,87.8,103,68,59.25,4,2023-09-19,15,85816,3
166,100.9,108,89,48.2,5,2023-09-19,16,85816,3
52,85.6,93,80,37.2167,5,2023-09-19,17,85816,3
213,82.27,95,74,36.2542,5,2023-09-19,18,85816,3
3534,102.7,121,82,84.3333,5,2023-09-19,19,85816,5
2087,99.26,111,88,70.3721,6,2023-09-19,20,85816,5
43,75.15,79,71,26.303,4,2023-09-20,12,85816,4
432,81.55,96,72,51.25,4,2023-09-20,13,85816,4
4015,104.35,115,95,80.9,4,2023-09-20,14,85816,4
1497,87.18,106,74,46.4333,4,2023-09-20,15,85816,4
1367,89.32,102,77,45.6167,5,2023-09-20,16,85816,4
42,73.54,82,67,24.1087,5,2023-09-20,17,85816,4
16,74.54,84,71,21.451,6,2023-09-20,21,85816,4
48,91.2,109,85,43.7255,3,2023-09-21,9,85816,4
0,94.57,101,89,42.7727,3,2023-09-21,10,85816,4
1090,91.38,104,65,47.2,3,2023-09-21,11,85816,4
1404,102.77,112,94,51.5833,4,2023-09-21,12,85816,4
1374,98.82,113,80,51.95,4,2023-09-21,13,85816,4
160,80.65,95,68,37.4,4,2023-09-21,14,85816,4
28,76.6,87,70,25.2,4,2023-09-21,15,85816,4
2395,99.5,119,77,64.9,5,2023-09-21,16,85816,4
62,79.13,92,69,34.1667,5,2023-09-21,17,85816,4
97,83.53,100,75,30.4833,5,2023-09-21,18,85816,4
0,75.43,77,73,15.8571,5,2023-09-21,19,85816,4
76,83.83,106,74,33.322,3,2023-09-22,10,85816,3
56,88.61,104,76,34.5641,3,2023-09-22,11,85816,3
13,79.97,100,74,24.8833,4,2023-09-22,12,85816,3
108,77.2,85,69,30.4333,4,2023-09-22,13,85816,3
1377,92.47,113,75,55.7667,4,2023-09-22,14,85816,3
47,73.0,90,65,18.5,4,2023-09-22,15,85816,3
140,78.72,88,72,32.0833,5,2023-09-22,16,85816,3
2209,99.28,113,86,84.7,5,2023-09-22,17,85816,4
2079,99.83,118,84,52.9667,5,2023-09-22,18,85816,4
333,94.7,109,80,30.0833,5,2023-09-22,19,85816,4
283,84.42,100,75,37.9833,6,2023-09-22,20,85816,4
893,83.9,95,76,38.9667,6,2023-09-22,21,85816,4
1329,97.75,115,87,45.35,2,2023-09-23,7,85816,3
88,85.7,112,75,16.7667,3,2023-09-23,8,85816,3
884,83.02,94,74,39.0,3,2023-09-23,9,85816,3
0,68.43,76,63,15.5667,3,2023-09-23,10,85816,3
316,79.18,89,66,32.9667,3,2023-09-23,11,85816,3
0,80.7,89,75,15.9333,4,2023-09-23,12,85816,3
1031,82.3,100,72,41.0333,4,2023-09-23,13,85816,3
315,90.48,105,78,38.1833,4,2023-09-23,14,85816,3
172,81.72,92,69,39.6667,4,2023-09-23,15,85816,3
137,84.47,92,76,37.9,5,2023-09-23,16,85816,3
43,82.75,92,75,36.35,5,2023-09-23,17,85816,3
36,77.82,90,72,37.2167,5,2023-09-23,18,85816,3
491,92.68,105,81,53.7667,5,2023-09-23,19,85816,3
18,88.25,99,83,41.1,6,2023-09-23,20,85816,3
365,90.64,93,86,68.9167,6,2023-09-23,21,85816,3
40,77.32,83,69,38.3158,6,2023-09-24,20,85816,3
25,71.07,79,66,27.3,6,2023-09-24,21,85816,3
11,72.83,78,68,30.6552,4,2023-09-25,12,85816,4
173,84.55,93,76,50.0333,4,2023-09-25,13,85816,4
83,85.07,94,78,48.8,4,2023-09-25,14,85816,4
698,93.83,108,75,62.7,4,2023-09-25,15,85816,4
115,84.73,120,70,31.8491,5,2023-09-25,16,85816,4
1186,86.22,121,70,47.4333,5,2023-09-25,17,85816,4
856,83.32,88,73,43.95,5,2023-09-25,18,85816,4
468,87.87,96,81,51.9833,5,2023-09-25,19,85816,4
1082,93.85,105,86,49.4167,6,2023-09-25,20,85816,4
1281,83.68,91,78,55.3922,6,2023-09-25,21,85816,4
102,69.28,77,61,27.0976,3,2023-09-26,9,85816,4
0,71.11,83,64,34.6667,3,2023-09-26,10,85816,4
64,93.5,97,89,59.8333,4,2023-09-26,14,85816,4
510,86.5,99,77,48.4667,4,2023-09-26,15,85816,4
1146,82.78,103,71,46.0167,5,2023-09-26,16,85816,4
1314,89.02,106,73,57.7966,5,2023-09-26,17,85816,4
1575,96.51,107,87,52.4483,5,2023-09-26,18,85816,4
248,95.67,112,83,30.8947,5,2023-09-26,19,85816,4
0,80.0,80,80,0.0,6,2023-09-26,20,85816,4
57,73.47,79,68,21.9,3,2023-09-27,9,85816,4
276,88.56,108,65,44.0909,3,2023-09-27,10,85816,4
1475,104.55,117,92,56.1833,3,2023-09-27,11,85816,4
1519,97.97,107,86,49.4746,4,2023-09-27,12,85816,4
3148,108.53,114,100,83.25,4,2023-09-27,13,85816,4
274,94.62,116,74,46.1833,4,2023-09-27,14,85816,4
225,83.45,94,72,42.9167,4,2023-09-27,15,85816,4
19,72.83,79,69,15.0667,5,2023-09-27,16,85816,4
30,74.74,80,71,18.6271,5,2023-09-27,17,85816,4
192,72.78,81,67,28.0667,5,2023-09-27,18,85816,5
2436,98.98,108,77,75.95,5,2023-09-27,19,85816,5
1556,92.73,109,75,52.4833,6,2023-09-27,20,85816,5
105,74.4,79,72,23.878,6,2023-09-27,21,85816,5
98,74.4,94,69,32.7115,3,2023-09-28,9,85816,3
0,82.0,90,77,20.9714,3,2023-09-28,10,85816,3
0,70.0,70,70,0.0,4,2023-09-28,12,85816,3
377,74.53,89,63,77.2667,4,2023-09-28,13,85816,3
928,91.63,107,81,45.8333,4,2023-09-28,14,85816,3
847,104.58,114,96,64.7333,4,2023-09-28,15,85816,3
483,92.55,111,81,43.2,5,2023-09-28,16,85816,3
1776,88.22,107,75,59.0333,5,2023-09-28,17,85816,3
1706,91.7,100,78,57.9,5,2023-09-28,18,85816,4
111,78.52,85,74,36.7167,5,2023-09-28,19,85816,4
0,78.13,84,75,23.75,6,2023-09-28,20,85816,4
261,81.05,91,75,32.1333,6,2023-09-28,21,85816,4
0,71.8,75,70,52.0,3,2023-09-29,9,85816,4
219,83.25,101,69,42.9167,3,2023-09-29,10,85816,4
170,96.87,118,74,38.65,3,2023-09-29,11,85816,4
82,76.12,82,74,25.9153,4,2023-09-29,12,85816,4
89,79.52,94,69,36.3158,4,2023-09-29,13,85816,4
588,71.2,88,63,39.6333,4,2023-09-29,14,85816,4
1288,89.93,104,79,52.9667,4,2023-09-29,15,85816,4
417,92.13,100,85,54.7833,5,2023-09-29,16,85816,4
243,87.65,102,80,37.7,5,2023-09-29,17,85816,4
757,86.72,105,76,61.3667,5,2023-09-29,18,85816,4
3417,95.4,107,77,76.4167,5,2023-09-29,19,85816,4
1326,89.28,115,72,50.55,6,2023-09-29,20,85816,4
31,74.88,87,64,34.0667,6,2023-09-29,21,85816,4
0,74.6,79,64,35.8,3,2023-09-30,9,85816,4
118,77.2,99,64,27.9167,3,2023-09-30,10,85816,4
63,107.56,111,95,63.7,3,2023-09-30,11,85816,4
315,86.63,107,75,40.4915,4,2023-09-30,12,85816,4
363,82.55,91,75,43.2667,4,2023-09-30,13,85816,4
1534,97.58,111,89,67.25,4,2023-09-30,14,85816,4
84,100.02,116,90,50.1333,4,2023-09-30,15,85816,4
188,86.33,115,78,27.0,5,2023-09-30,16,85816,4
587,93.3,111,80,41.5167,5,2023-09-30,17,85816,4
134,80.38,91,73,23.6833,5,2023-09-30,18,85816,4
32,76.07,84,73,19.1667,5,2023-09-30,19,85816,4
699,86.18,109,70,49.25,6,2023-09-30,20,85816,4
1241,95.97,104,86,57.9667,6,2023-09-30,21,85816,4
0,79.71,83,76,29.1429,3,2023-10-01,10,85816,3
100,77.43,93,68,38.0167,3,2023-10-01,11,85816,3
48,94.61,107,86,47.9062,4,2023-10-01,12,85816,3
0,71.98,75,64,16.6833,4,2023-10-01,13,85816,3
23,67.62,76,63,19.4,4,2023-10-01,14,85816,3
49,73.97,87,65,27.4167,4,2023-10-01,15,85816,3
59,88.13,95,78,65.3125,5,2023-10-01,16,85816,3
476,78.1,84,67,55.5484,6,2023-10-01,21,85816,3
124,75.0,83,70,47.9444,3,2023-10-02,10,85816,4
193,77.25,88,69,38.45,3,2023-10-02,11,85816,4
0,71.02,76,67,16.2,4,2023-10-02,12,85816,4
0,74.32,81,70,23.35,4,2023-10-02,13,85816,4
22,67.15,73,64,16.9833,4,2023-10-02,14,85816,4
28,72.32,82,66,34.05,4,2023-10-02,15,85816,4
10,67.92,78,64,23.9333,5,2023-10-02,16,85816,4
20,64.58,71,61,19.6667,5,2023-10-02,17,85816,4
0,63.53,69,60,15.4833,5,2023-10-02,18,85816,4
129,73.52,85,61,38.4,5,2023-10-02,19,85816,4
374,86.63,97,78,41.4667,6,2023-10-02,20,85816,4
40,83.79,102,73,49.617,3,2023-10-03,10,85816,4
169,82.18,93,75,33.25,3,2023-10-03,11,85816,4
336,85.8,96,77,55.0652,4,2023-10-03,12,85816,4
60,71.9,82,61,26.0833,4,2023-10-03,13,85816,4
1222,82.55,102,65,56.0339,4,2023-10-03,14,85816,4
2129,95.2,110,76,67.0333,4,2023-10-03,15,85816,4
128,87.13,103,81,50.1667,5,2023-10-03,16,85816,4
56,82.37,97,65,29.9833,5,2023-10-03,17,85816,4
223,76.78,91,68,35.7167,5,2023-10-03,18,85816,4
191,76.87,91,66,29.2167,5,2023-10-03,19,85816,4
112,67.08,76,64,17.1333,6,2023-10-03,20,85816,4
23,72.4,81,68,21.4833,6,2023-10-03,21,85816,4
0,69.08,82,62,16.28,3,2023-10-04,10,85816,4
96,79.35,91,65,36.35,3,2023-10-04,11,85816,4
183,81.5,91,75,33.4667,4,2023-10-04,12,85816,4
300,88.88,110,71,37.9825,4,2023-10-04,13,85816,4
1453,85.07,109,65,56.05,4,2023-10-04,14,85816,4
683,103.47,117,96,58.9259,4,2023-10-04,15,85816,4
15,74.21,79,69,19.434,5,2023-10-04,16,85816,4
239,78.68,89,69,45.4524,5,2023-10-04,17,85816,4
128,83.72,98,72,38.963,3,2023-10-05,10,85816,4
26,88.8,90,86,44.3333,3,2023-10-05,11,85816,4
33,72.0,76,65,23.3846,4,2023-10-05,13,85816,4
0,77.4,81,73,28.82,4,2023-10-05,14,85816,4
20,74.03,79,67,12.3333,4,2023-10-05,15,85816,4
504,81.78,96,69,44.35,5,2023-10-05,16,85816,4
235,76.28,88,65,36.55,5,2023-10-05,17,85816,4
108,95.7,102,87,56.6364,5,2023-10-05,18,85816,4
12,68.0,70,67,30.5625,5,2023-10-05,19,85816,4
3301,100.67,110,74,85.4167,6,2023-10-05,20,85816,4
859,95.68,112,83,57.3,6,2023-10-05,21,85816,4
61,97.58,107,92,46.6154,3,2023-10-06,10,85816,3
305,83.61,95,71,60.8049,4,2023-10-06,14,85816,3
35,79.55,89,73,43.4348,5,2023-10-06,16,85816,3
196,90.12,117,78,48.0,5,2023-10-06,17,85816,3
1527,92.63,120,77,53.6333,5,2023-10-06,18,85816,3
118,74.8,83,70,32.2333,5,2023-10-06,19,85816,3
0,75.52,80,67,29.1667,6,2023-10-06,20,85816,3
218,75.42,86,71,39.1833,6,2023-10-06,21,85816,3
1102,92.22,105,81,45.3833,2,2023-10-07,7,85816,3
521,85.35,107,73,31.4,3,2023-10-07,8,85816,3
453,75.65,89,69,28.6167,3,2023-10-07,9,85816,3
0,70.42,76,66,20.3333,3,2023-10-07,10,85816,3
57,74.1,80,70,26.3,3,2023-10-07,11,85816,3
984,73.65,88,68,40.85,4,2023-10-07,12,85816,3
1154,84.5,94,76,50.9,4,2023-10-07,13,85816,3
0,71.73,89,66,16.4333,4,2023-10-07,14,85816,3
702,74.2,90,65,36.05,4,2023-10-07,15,85816,3
1203,84.04,110,65,51.5614,5,2023-10-07,16,85816,3
142,76.75,83,70,24.6167,5,2023-10-07,17,85816,3
96,73.23,80,68,33.3448,5,2023-10-07,18,85816,3
2007,92.23,118,69,63.3833,5,2023-10-07,19,85816,3
3851,113.42,127,102,77.35,6,2023-10-07,20,85816,3
1031,91.86,105,85,60.7273,6,2023-10-07,21,85816,3
10,67.33,72,63,44.1667,3,2023-10-08,9,85816,4
42,72.76,79,65,27.9828,3,2023-10-08,10,85816,4
94,81.26,91,72,43.0263,3,2023-10-08,11,85816,4
194,89.05,104,79,45.7931,4,2023-10-08,12,85816,4
902,80.58,104,71,39.9333,4,2023-10-08,13,85816,4
3438,99.82,114,81,75.1167,4,2023-10-08,14,85816,4
799,78.27,93,71,41.3167,4,2023-10-08,15,85816,4
765,80.25,97,68,33.6,5,2023-10-08,16,85816,4
3208,101.48,120,76,71.2833,5,2023-10-08,17,85816,4
1562,85.43,98,73,53.8,5,2023-10-08,18,85816,4
282,82.52,90,78,46.2121,5,2023-10-08,19,85816,4
0,80.0,80,80,0.0,6,2023-10-08,20,85816,4
0,78.57,82,73,39.8571,3,2023-10-09,9,85816,4
13,65.95,73,59,24.9545,3,2023-10-09,10,85816,4
0,66.67,69,64,63.6667,4,2023-10-09,12,85816,4
3648,98.88,129,69,82.5167,4,2023-10-09,13,85816,4
1411,105.05,113,98,67.4211,4,2023-10-09,14,85816,4
127,92.17,103,82,43.8333,4,2023-10-09,15,85816,4
122,77.58,91,69,28.5167,5,2023-10-09,16,85816,4
211,75.7,82,71,26.2333,5,2023-10-09,17,85816,4
259,77.23,84,73,36.5833,5,2023-10-09,18,85816,4
46,73.87,81,69,32.1167,5,2023-10-09,19,85816,4
4230,98.73,112,79,94.95,6,2023-10-09,20,85816,4
754,88.63,114,74,43.9833,6,2023-10-09,21,85816,4
0,92.38,107,84,33.8571,3,2023-10-10,10,85816,4
247,78.34,92,67,36.5254,3,2023-10-10,11,85816,4
0,82.86,85,81,22.8889,4,2023-10-10,12,85816,4
1286,90.87,103,75,57.8333,4,2023-10-10,13,85816,4
1898,101.82,109,92,75.4,4,2023-10-10,14,85816,4
477,81.3,98,68,38.7167,4,2023-10-10,15,85816,4
43,72.77,79,69,16.8833,5,2023-10-10,16,85816,4
58,71.85,80,66,20.0667,5,2023-10-10,17,85816,4
52,67.25,73,63,16.5167,5,2023-10-10,18,85816,4
67,69.03,75,66,21.15,5,2023-10-10,19,85816,4
2124,90.43,100,72,72.9,6,2023-10-10,20,85816,4
136,86.86,101,81,35.7714,6,2023-10-10,21,85816,4
10,88.0,109,73,23.7143,3,2023-10-11,9,85816,3
171,73.35,80,66,33.3,3,2023-10-11,10,85816,3
355,84.05,108,72,39.4167,3,2023-10-11,11,85816,3
96,70.45,85,66,21.0167,4,2023-10-11,12,85816,3
66,75.37,87,69,31.04,4,2023-10-11,13,85816,3
513,113.75,119,109,79.0625,4,2023-10-11,14,85816,3
111,83.25,109,70,29.0333,4,2023-10-11,15,85816,3
104,83.17,92,72,42.7333,5,2023-10-11,16,85816,3
109,73.7,89,61,22.5,5,2023-10-11,17,85816,3
403,89.22,95,76,53.7333,5,2023-10-11,18,85816,3
133,82.4,93,72,34.2333,5,2023-10-11,19,85816,3
45,67.67,75,62,21.6333,6,2023-10-11,20,85816,3
552,79.77,92,67,45.3333,6,2023-10-11,21,85816,3
72,83.51,93,78,21.7143,3,2023-10-12,10,85816,3
0,80.0,80,80,0.0,5,2023-10-12,16,85816,3
27,83.89,111,75,32.5532,3,2023-10-13,10,85816,3
93,88.92,98,78,35.0,3,2023-10-13,11,85816,3
25,82.28,87,79,16.5833,4,2023-10-13,12,85816,3
36,80.53,91,73,18.9167,4,2023-10-13,13,85816,3
271,84.78,94,71,37.7885,4,2023-10-13,14,85816,3
51,77.02,85,72,14.85,4,2023-10-13,15,85816,3
54,83.17,96,74,23.0167,5,2023-10-13,16,85816,3
0,81.58,85,78,18.05,5,2023-10-13,17,85816,3
